,player,session,date,score,filled
3534,Player 2,Strength Building,2022-04-29,7.0,Filled
3535,Player 2,Strength Building,2022-05-02,4.0,Not Filled
3536,Player 2,Strength Building,2022-05-03,4.0,Filled
3537,Player 2,Strength Building,2022-05-04,9.0,Not Filled
3538,Player 2,Strength Building,2022-05-05,10.0,Not Filled
3539,Player 2,Strength Building,2022-05-06,10.0,Filled
3540,Player 2,Strength Building,2022-05-09,6.0,Not Filled
3541,Player 2,Strength Building,2022-05-10,9.0,Not Filled
3542,Player 2,Strength Building,2022-05-11,4.0,Not Filled
3543,Player 2,Strength Building,2022-05-12,4.0,Filled
3544,Player 2,Strength Building,2022-05-13,4.0,Filled
3545,Player 2,Strength Building,2022-05-16,5.0,Not Filled
3546,Player 2,Strength Building,2022-05-17,9.0,Not Filled
3547,Player 2,Strength Building,2022-05-18,9.0,Filled
3548,Player 2,Strength Building,2022-05-19,9.0,Filled
3549,Player 2,Strength Building,2022-05-20,9.0,Not Filled
3550,Player 2,Strength Building,2022-05-23,3.0,Not Filled
3551,Player 2,Strength Building,2022-05-24,6.0,Not Filled
3552,Player 2,Strength Building,2022-05-25,3.0,Not Filled
3553,Player 2,Strength Building,2022-05-26,5.0,Not Filled
3554,Player 2,Strength Building,2022-05-27,8.0,Not Filled
3555,Player 2,Strength Building,2022-05-30,6.0,Not Filled
3556,Player 2,Strength Building,2022-05-31,6.0,Filled
3557,Player 2,Strength Building,2022-06-01,6.0,Filled
3558,Player 2,Strength Building,2022-06-02,6.0,Filled
3559,Player 2,Strength Building,2022-06-03,6.0,Not Filled
3560,Player 2,Strength Building,2022-06-06,3.0,Not Filled
3561,Player 2,Strength Building,2022-06-07,3.0,Filled
3562,Player 2,Strength Building,2022-06-08,3.0,Filled
3563,Player 2,Strength Building,2022-06-09,6.0,Not Filled
3564,Player 2,Strength Building,2022-06-10,6.0,Not Filled
3565,Player 2,Strength Building,2022-06-13,6.0,Filled
3566,Player 2,Strength Building,2022-06-14,6.0,Filled
3567,Player 2,Strength Building,2022-06-15,3.0,Not Filled
3568,Player 2,Strength Building,2022-06-16,4.0,Not Filled
3569,Player 2,Strength Building,2022-06-17,7.0,Not Filled
3570,Player 2,Strength Building,2022-06-20,7.0,Filled
3571,Player 2,Strength Building,2022-06-21,7.0,Filled
3572,Player 2,Strength Building,2022-06-22,7.0,Filled
3573,Player 2,Strength Building,2022-06-23,7.0,Not Filled
3574,Player 2,Strength Building,2022-06-24,5.0,Not Filled
3575,Player 2,Strength Building,2022-06-27,10.0,Not Filled
3576,Player 2,Strength Building,2022-06-28,6.0,Not Filled
3577,Player 2,Strength Building,2022-06-29,5.0,Not Filled
3578,Player 2,Strength Building,2022-06-30,5.0,Filled
3579,Player 2,Strength Building,2022-07-01,5.0,Not Filled
3580,Player 2,Strength Building,2022-07-04,5.0,Filled
3581,Player 2,Strength Building,2022-07-05,6.0,Not Filled
3582,Player 2,Strength Building,2022-07-06,6.0,Filled
3583,Player 2,Strength Building,2022-07-07,9.0,Not Filled
3584,Player 2,Strength Building,2022-07-08,6.0,Not Filled
3585,Player 2,Strength Building,2022-07-11,6.0,Filled
3586,Player 2,Strength Building,2022-07-12,10.0,Not Filled
3587,Player 2,Strength Building,2022-07-13,10.0,Filled
3588,Player 2,Strength Building,2022-07-14,7.0,Not Filled
3589,Player 2,Strength Building,2022-07-15,8.0,Not Filled
3590,Player 2,Strength Building,2022-07-18,8.0,Filled
3591,Player 2,Strength Building,2022-07-19,4.0,Not Filled
3592,Player 2,Strength Building,2022-07-20,4.0,Not Filled
3593,Player 2,Strength Building,2022-07-21,9.0,Not Filled
3594,Player 2,Strength Building,2022-07-22,4.0,Not Filled
3595,Player 2,Strength Building,2022-07-25,3.0,Not Filled
3596,Player 2,Strength Building,2022-07-26,3.0,Filled
3597,Player 2,Strength Building,2022-07-27,10.0,Not Filled
3598,Player 2,Strength Building,2022-07-28,5.0,Not Filled
3599,Player 2,Strength Building,2022-07-29,7.0,Not Filled
3600,Player 3,Agility,2022-01-03,10.0,Not Filled
3601,Player 3,Agility,2022-01-04,10.0,Filled
3602,Player 3,Agility,2022-01-05,6.0,Not Filled
3603,Player 3,Agility,2022-01-06,6.0,Filled
3604,Player 3,Agility,2022-01-07,7.0,Not Filled
3605,Player 3,Agility,2022-01-10,6.0,Not Filled
3606,Player 3,Agility,2022-01-11,6.0,Filled
3607,Player 3,Agility,2022-01-12,4.0,Not Filled
3608,Player 3,Agility,2022-01-13,4.0,Filled
3609,Player 3,Agility,2022-01-14,4.0,Not Filled
3610,Player 3,Agility,2022-01-17,9.0,Not Filled
3611,Player 3,Agility,2022-01-18,10.0,Not Filled
3612,Player 3,Agility,2022-01-19,10.0,Filled
3613,Player 3,Agility,2022-01-20,10.0,Filled
3614,Player 3,Agility,2022-01-21,3.0,Not Filled
3615,Player 3,Agility,2022-01-24,3.0,Filled
3616,Player 3,Agility,2022-01-25,9.0,Not Filled
3617,Player 3,Agility,2022-01-26,3.0,Not Filled
3618,Player 3,Agility,2022-01-27,3.0,Not Filled
3619,Player 3,Agility,2022-01-28,3.0,Filled
3620,Player 3,Agility,2022-01-31,7.0,Not Filled
3621,Player 3,Agility,2022-02-01,9.0,Not Filled
3622,Player 3,Agility,2022-02-02,9.0,Filled
3623,Player 3,Agility,2022-02-03,9.0,Not Filled
3624,Player 3,Agility,2022-02-04,3.0,Not Filled
3625,Player 3,Agility,2022-02-07,9.0,Not Filled
3626,Player 3,Agility,2022-02-08,9.0,Filled
3627,Player 3,Agility,2022-02-09,4.0,Not Filled
3628,Player 3,Agility,2022-02-10,4.0,Filled
3629,Player 3,Agility,2022-02-11,3.0,Not Filled
3630,Player 3,Agility,2022-02-14,3.0,Filled
3631,Player 3,Agility,2022-02-15,3.0,Not Filled
3632,Player 3,Agility,2022-02-16,6.0,Not Filled
3633,Player 3,Agility,2022-02-17,6.0,Not Filled
3634,Player 3,Agility,2022-02-18,8.0,Not Filled
3635,Player 3,Agility,2022-02-21,7.0,Not Filled
3636,Player 3,Agility,2022-02-22,6.0,Not Filled
3637,Player 3,Agility,2022-02-23,6.0,Filled
3638,Player 3,Agility,2022-02-24,6.0,Filled
3639,Player 3,Agility,2022-02-25,6.0,Filled
3640,Player 3,Agility,2022-02-28,5.0,Not Filled
3641,Player 3,Agility,2022-03-01,3.0,Not Filled
3642,Player 3,Agility,2022-03-02,4.0,Not Filled
3643,Player 3,Agility,2022-03-03,5.0,Not Filled
3644,Player 3,Agility,2022-03-04,7.0,Not Filled
3645,Player 3,Agility,2022-03-07,6.0,Not Filled
3646,Player 3,Agility,2022-03-08,7.0,Not Filled
3647,Player 3,Agility,2022-03-09,7.0,Filled
3648,Player 3,Agility,2022-03-10,7.0,Filled
3649,Player 3,Agility,2022-03-11,9.0,Not Filled
3650,Player 3,Agility,2022-03-14,9.0,Not Filled
3651,Player 3,Agility,2022-03-15,9.0,Not Filled
3652,Player 3,Agility,2022-03-16,9.0,Filled
3653,Player 3,Agility,2022-03-17,9.0,Not Filled
3654,Player 3,Agility,2022-03-18,9.0,Filled
3655,Player 3,Agility,2022-03-21,9.0,Filled
3656,Player 3,Agility,2022-03-22,5.0,Not Filled
3657,Player 3,Agility,2022-03-23,5.0,Filled
3658,Player 3,Agility,2022-03-24,9.0,Not Filled
3659,Player 3,Agility,2022-03-25,7.0,Not Filled
3660,Player 3,Agility,2022-03-28,7.0,Filled
3661,Player 3,Agility,2022-03-29,8.0,Not Filled
3662,Player 3,Agility,2022-03-30,8.0,Not Filled
3663,Player 3,Agility,2022-03-31,6.0,Not Filled
3664,Player 3,Agility,2022-04-01,6.0,Not Filled
3665,Player 3,Agility,2022-04-04,5.0,Not Filled
3666,Player 3,Agility,2022-04-05,5.0,Filled
3667,Player 3,Agility,2022-04-06,8.0,Not Filled
3668,Player 3,Agility,2022-04-07,8.0,Filled
3669,Player 3,Agility,2022-04-08,8.0,Filled
3670,Player 3,Agility,2022-04-11,8.0,Filled
3671,Player 3,Agility,2022-04-12,8.0,Not Filled
3672,Player 3,Agility,2022-04-13,8.0,Filled
3673,Player 3,Agility,2022-04-14,4.0,Not Filled
3674,Player 3,Agility,2022-04-15,5.0,Not Filled
3675,Player 3,Agility,2022-04-18,5.0,Filled
3676,Player 3,Agility,2022-04-19,8.0,Not Filled
3677,Player 3,Agility,2022-04-20,8.0,Filled
3678,Player 3,Agility,2022-04-21,3.0,Not Filled
3679,Player 3,Agility,2022-04-22,8.0,Not Filled
3680,Player 3,Agility,2022-04-25,5.0,Not Filled
3681,Player 3,Agility,2022-04-26,5.0,Not Filled
3682,Player 3,Agility,2022-04-27,7.0,Not Filled
3683,Player 3,Agility,2022-04-28,9.0,Not Filled
3684,Player 3,Agility,2022-04-29,7.0,Not Filled
3685,Player 3,Agility,2022-05-02,7.0,Filled
3686,Player 3,Agility,2022-05-03,10.0,Not Filled
3687,Player 3,Agility,2022-05-04,4.0,Not Filled
3688,Player 3,Agility,2022-05-05,8.0,Not Filled
3689,Player 3,Agility,2022-05-06,5.0,Not Filled
3690,Player 3,Agility,2022-05-09,4.0,Not Filled
3691,Player 3,Agility,2022-05-10,4.0,Filled
3692,Player 3,Agility,2022-05-11,4.0,Filled
3693,Player 3,Agility,2022-05-12,9.0,Not Filled
3694,Player 3,Agility,2022-05-13,8.0,Not Filled
3695,Player 3,Agility,2022-05-16,9.0,Not Filled
3696,Player 3,Agility,2022-05-17,8.0,Not Filled
3697,Player 3,Agility,2022-05-18,10.0,Not Filled
3698,Player 3,Agility,2022-05-19,5.0,Not Filled
3699,Player 3,Agility,2022-05-20,4.0,Not Filled
3700,Player 3,Agility,2022-05-23,5.0,Not Filled
3701,Player 3,Agility,2022-05-24,5.0,Filled
3702,Player 3,Agility,2022-05-25,5.0,Filled
3703,Player 3,Agility,2022-05-26,3.0,Not Filled
3704,Player 3,Agility,2022-05-27,3.0,Filled
3705,Player 3,Agility,2022-05-30,3.0,Filled
3706,Player 3,Agility,2022-05-31,3.0,Filled
3707,Player 3,Agility,2022-06-01,7.0,Not Filled
3708,Player 3,Agility,2022-06-02,3.0,Not Filled
3709,Player 3,Agility,2022-06-03,3.0,Filled
3710,Player 3,Agility,2022-06-06,3.0,Filled
3711,Player 3,Agility,2022-06-07,7.0,Not Filled
3712,Player 3,Agility,2022-06-08,7.0,Filled
3713,Player 3,Agility,2022-06-09,7.0,Filled
3714,Player 3,Agility,2022-06-10,7.0,Filled
3715,Player 3,Agility,2022-06-13,7.0,Filled
3716,Player 3,Agility,2022-06-14,10.0,Not Filled
3717,Player 3,Agility,2022-06-15,9.0,Not Filled
3718,Player 3,Agility,2022-06-16,10.0,Not Filled
3719,Player 3,Agility,2022-06-17,3.0,Not Filled
3720,Player 3,Agility,2022-06-20,9.0,Not Filled
3721,Player 3,Agility,2022-06-21,9.0,Filled
3722,Player 3,Agility,2022-06-22,9.0,Filled
3723,Player 3,Agility,2022-06-23,5.0,Not Filled
3724,Player 3,Agility,2022-06-24,8.0,Not Filled
3725,Player 3,Agility,2022-06-27,8.0,Filled
3726,Player 3,Agility,2022-06-28,8.0,Filled
3727,Player 3,Agility,2022-06-29,4.0,Not Filled
3728,Player 3,Agility,2022-06-30,6.0,Not Filled
3729,Player 3,Agility,2022-07-01,3.0,Not Filled
3730,Player 3,Agility,2022-07-04,3.0,Filled
3731,Player 3,Agility,2022-07-05,7.0,Not Filled
3732,Player 3,Agility,2022-07-06,7.0,Filled
3733,Player 3,Agility,2022-07-07,6.0,Not Filled
3734,Player 3,Agility,2022-07-08,7.0,Not Filled
3735,Player 3,Agility,2022-07-11,6.0,Not Filled
3736,Player 3,Agility,2022-07-12,6.0,Filled
3737,Player 3,Agility,2022-07-13,9.0,Not Filled
3738,Player 3,Agility,2022-07-14,5.0,Not Filled
3739,Player 3,Agility,2022-07-15,9.0,Not Filled
3740,Player 3,Agility,2022-07-18,7.0,Not Filled
3741,Player 3,Agility,2022-07-19,8.0,Not Filled
3742,Player 3,Agility,2022-07-20,10.0,Not Filled
3743,Player 3,Agility,2022-07-21,10.0,Filled
3744,Player 3,Agility,2022-07-22,7.0,Not Filled
3745,Player 3,Agility,2022-07-25,7.0,Filled
3746,Player 3,Agility,2022-07-26,8.0,Not Filled
3747,Player 3,Agility,2022-07-27,8.0,Filled
3748,Player 3,Agility,2022-07-28,9.0,Not Filled
3749,Player 3,Agility,2022-07-29,9.0,Filled
3750,Player 3,Cardio,2022-01-03,10.0,Not Filled
3751,Player 3,Cardio,2022-01-04,10.0,Filled
3752,Player 3,Cardio,2022-01-05,5.0,Not Filled
3753,Player 3,Cardio,2022-01-06,3.0,Not Filled
3754,Player 3,Cardio,2022-01-07,9.0,Not Filled
3755,Player 3,Cardio,2022-01-10,9.0,Filled
3756,Player 3,Cardio,2022-01-11,5.0,Not Filled
3757,Player 3,Cardio,2022-01-12,5.0,Filled
3758,Player 3,Cardio,2022-01-13,4.0,Not Filled
3759,Player 3,Cardio,2022-01-14,4.0,Filled
3760,Player 3,Cardio,2022-01-17,5.0,Not Filled
3761,Player 3,Cardio,2022-01-18,4.0,Not Filled
3762,Player 3,Cardio,2022-01-19,4.0,Filled
3763,Player 3,Cardio,2022-01-20,8.0,Not Filled
3764,Player 3,Cardio,2022-01-21,8.0,Not Filled
3765,Player 3,Cardio,2022-01-24,9.0,Not Filled
3766,Player 3,Cardio,2022-01-25,9.0,Filled
3767,Player 3,Cardio,2022-01-26,9.0,Filled
3768,Player 3,Cardio,2022-01-27,9.0,Filled
3769,Player 3,Cardio,2022-01-28,3.0,Not Filled
3770,Player 3,Cardio,2022-01-31,5.0,Not Filled
3771,Player 3,Cardio,2022-02-01,5.0,Filled
3772,Player 3,Cardio,2022-02-02,5.0,Filled
3773,Player 3,Cardio,2022-02-03,10.0,Not Filled
3774,Player 3,Cardio,2022-02-04,7.0,Not Filled
3775,Player 3,Cardio,2022-02-07,7.0,Filled
3776,Player 3,Cardio,2022-02-08,7.0,Filled
3777,Player 3,Cardio,2022-02-09,7.0,Filled
3778,Player 3,Cardio,2022-02-10,4.0,Not Filled
3779,Player 3,Cardio,2022-02-11,6.0,Not Filled
3780,Player 3,Cardio,2022-02-14,7.0,Not Filled
3781,Player 3,Cardio,2022-02-15,7.0,Filled
3782,Player 3,Cardio,2022-02-16,4.0,Not Filled
3783,Player 3,Cardio,2022-02-17,3.0,Not Filled
3784,Player 3,Cardio,2022-02-18,5.0,Not Filled
3785,Player 3,Cardio,2022-02-21,5.0,Filled
3786,Player 3,Cardio,2022-02-22,5.0,Filled
3787,Player 3,Cardio,2022-02-23,3.0,Not Filled
3788,Player 3,Cardio,2022-02-24,5.0,Not Filled
3789,Player 3,Cardio,2022-02-25,5.0,Filled
3790,Player 3,Cardio,2022-02-28,6.0,Not Filled
3791,Player 3,Cardio,2022-03-01,8.0,Not Filled
3792,Player 3,Cardio,2022-03-02,10.0,Not Filled
3793,Player 3,Cardio,2022-03-03,9.0,Not Filled
3794,Player 3,Cardio,2022-03-04,9.0,Filled
3795,Player 3,Cardio,2022-03-07,6.0,Not Filled
3796,Player 3,Cardio,2022-03-08,6.0,Filled
3797,Player 3,Cardio,2022-03-09,6.0,Filled
3798,Player 3,Cardio,2022-03-10,6.0,Not Filled
3799,Player 3,Cardio,2022-03-11,7.0,Not Filled
3800,Player 3,Cardio,2022-03-14,7.0,Filled
3801,Player 3,Cardio,2022-03-15,9.0,Not Filled
3802,Player 3,Cardio,2022-03-16,5.0,Not Filled
3803,Player 3,Cardio,2022-03-17,5.0,Filled
3804,Player 3,Cardio,2022-03-18,5.0,Not Filled
3805,Player 3,Cardio,2022-03-21,6.0,Not Filled
3806,Player 3,Cardio,2022-03-22,6.0,Filled
3807,Player 3,Cardio,2022-03-23,10.0,Not Filled
3808,Player 3,Cardio,2022-03-24,9.0,Not Filled
3809,Player 3,Cardio,2022-03-25,7.0,Not Filled
3810,Player 3,Cardio,2022-03-28,3.0,Not Filled
3811,Player 3,Cardio,2022-03-29,9.0,Not Filled
3812,Player 3,Cardio,2022-03-30,9.0,Not Filled
3813,Player 3,Cardio,2022-03-31,4.0,Not Filled
3814,Player 3,Cardio,2022-04-01,4.0,Not Filled
3815,Player 3,Cardio,2022-04-04,4.0,Filled
3816,Player 3,Cardio,2022-04-05,4.0,Filled
3817,Player 3,Cardio,2022-04-06,10.0,Not Filled
3818,Player 3,Cardio,2022-04-07,8.0,Not Filled
3819,Player 3,Cardio,2022-04-08,3.0,Not Filled
3820,Player 3,Cardio,2022-04-11,3.0,Filled
3821,Player 3,Cardio,2022-04-12,3.0,Filled
3822,Player 3,Cardio,2022-04-13,7.0,Not Filled
3823,Player 3,Cardio,2022-04-14,10.0,Not Filled
3824,Player 3,Cardio,2022-04-15,10.0,Not Filled
3825,Player 3,Cardio,2022-04-18,7.0,Not Filled
3826,Player 3,Cardio,2022-04-19,7.0,Filled
3827,Player 3,Cardio,2022-04-20,7.0,Filled
3828,Player 3,Cardio,2022-04-21,9.0,Not Filled
3829,Player 3,Cardio,2022-04-22,9.0,Filled
3830,Player 3,Cardio,2022-04-25,8.0,Not Filled
3831,Player 3,Cardio,2022-04-26,4.0,Not Filled
3832,Player 3,Cardio,2022-04-27,9.0,Not Filled
3833,Player 3,Cardio,2022-04-28,9.0,Filled
3834,Player 3,Cardio,2022-04-29,9.0,Filled
3835,Player 3,Cardio,2022-05-02,9.0,Not Filled
3836,Player 3,Cardio,2022-05-03,6.0,Not Filled
3837,Player 3,Cardio,2022-05-04,6.0,Filled
3838,Player 3,Cardio,2022-05-05,8.0,Not Filled
3839,Player 3,Cardio,2022-05-06,9.0,Not Filled
3840,Player 3,Cardio,2022-05-09,3.0,Not Filled
3841,Player 3,Cardio,2022-05-10,3.0,Filled
3842,Player 3,Cardio,2022-05-11,3.0,Filled
3843,Player 3,Cardio,2022-05-12,5.0,Not Filled
3844,Player 3,Cardio,2022-05-13,7.0,Not Filled
3845,Player 3,Cardio,2022-05-16,3.0,Not Filled
3846,Player 3,Cardio,2022-05-17,3.0,Filled
3847,Player 3,Cardio,2022-05-18,3.0,Filled
3848,Player 3,Cardio,2022-05-19,7.0,Not Filled
3849,Player 3,Cardio,2022-05-20,3.0,Not Filled
3850,Player 3,Cardio,2022-05-23,6.0,Not Filled
3851,Player 3,Cardio,2022-05-24,6.0,Not Filled
3852,Player 3,Cardio,2022-05-25,9.0,Not Filled
3853,Player 3,Cardio,2022-05-26,9.0,Filled
3854,Player 3,Cardio,2022-05-27,10.0,Not Filled
3855,Player 3,Cardio,2022-05-30,7.0,Not Filled
3856,Player 3,Cardio,2022-05-31,8.0,Not Filled
3857,Player 3,Cardio,2022-06-01,8.0,Filled
3858,Player 3,Cardio,2022-06-02,8.0,Filled
3859,Player 3,Cardio,2022-06-03,8.0,Filled
3860,Player 3,Cardio,2022-06-06,8.0,Filled
3861,Player 3,Cardio,2022-06-07,8.0,Filled
3862,Player 3,Cardio,2022-06-08,8.0,Filled
3863,Player 3,Cardio,2022-06-09,8.0,Filled
3864,Player 3,Cardio,2022-06-10,4.0,Not Filled
3865,Player 3,Cardio,2022-06-13,5.0,Not Filled
3866,Player 3,Cardio,2022-06-14,9.0,Not Filled
3867,Player 3,Cardio,2022-06-15,8.0,Not Filled
3868,Player 3,Cardio,2022-06-16,4.0,Not Filled
3869,Player 3,Cardio,2022-06-17,4.0,Filled
3870,Player 3,Cardio,2022-06-20,4.0,Not Filled
3871,Player 3,Cardio,2022-06-21,4.0,Filled
3872,Player 3,Cardio,2022-06-22,3.0,Not Filled
3873,Player 3,Cardio,2022-06-23,3.0,Filled
3874,Player 3,Cardio,2022-06-24,5.0,Not Filled
3875,Player 3,Cardio,2022-06-27,5.0,Not Filled
3876,Player 3,Cardio,2022-06-28,7.0,Not Filled
3877,Player 3,Cardio,2022-06-29,3.0,Not Filled
3878,Player 3,Cardio,2022-06-30,7.0,Not Filled
3879,Player 3,Cardio,2022-07-01,7.0,Not Filled
3880,Player 3,Cardio,2022-07-04,9.0,Not Filled
3881,Player 3,Cardio,2022-07-05,9.0,Filled
3882,Player 3,Cardio,2022-07-06,10.0,Not Filled
3883,Player 3,Cardio,2022-07-07,9.0,Not Filled
3884,Player 3,Cardio,2022-07-08,3.0,Not Filled
3885,Player 3,Cardio,2022-07-11,7.0,Not Filled
3886,Player 3,Cardio,2022-07-12,7.0,Filled
3887,Player 3,Cardio,2022-07-13,9.0,Not Filled
3888,Player 3,Cardio,2022-07-14,6.0,Not Filled
3889,Player 3,Cardio,2022-07-15,5.0,Not Filled
3890,Player 3,Cardio,2022-07-18,4.0,Not Filled
3891,Player 3,Cardio,2022-07-19,4.0,Not Filled
3892,Player 3,Cardio,2022-07-20,7.0,Not Filled
3893,Player 3,Cardio,2022-07-21,10.0,Not Filled
3894,Player 3,Cardio,2022-07-22,5.0,Not Filled
3895,Player 3,Cardio,2022-07-25,5.0,Filled
3896,Player 3,Cardio,2022-07-26,7.0,Not Filled
3897,Player 3,Cardio,2022-07-27,8.0,Not Filled
3898,Player 3,Cardio,2022-07-28,8.0,Filled
3899,Player 3,Cardio,2022-07-29,9.0,Not Filled
3900,Player 3,Strength Building,2022-01-03,9.0,Not Filled
3901,Player 3,Strength Building,2022-01-04,5.0,Not Filled
3902,Player 3,Strength Building,2022-01-05,5.0,Filled
3903,Player 3,Strength Building,2022-01-06,3.0,Not Filled
3904,Player 3,Strength Building,2022-01-07,3.0,Filled
3905,Player 3,Strength Building,2022-01-10,10.0,Not Filled
3906,Player 3,Strength Building,2022-01-11,9.0,Not Filled
3907,Player 3,Strength Building,2022-01-12,4.0,Not Filled
3908,Player 3,Strength Building,2022-01-13,10.0,Not Filled
3909,Player 3,Strength Building,2022-01-14,10.0,Filled
3910,Player 3,Strength Building,2022-01-17,5.0,Not Filled
3911,Player 3,Strength Building,2022-01-18,5.0,Filled
3912,Player 3,Strength Building,2022-01-19,7.0,Not Filled
3913,Player 3,Strength Building,2022-01-20,7.0,Filled
3914,Player 3,Strength Building,2022-01-21,7.0,Filled
3915,Player 3,Strength Building,2022-01-24,3.0,Not Filled
3916,Player 3,Strength Building,2022-01-25,3.0,Filled
3917,Player 3,Strength Building,2022-01-26,7.0,Not Filled
3918,Player 3,Strength Building,2022-01-27,7.0,Filled
3919,Player 3,Strength Building,2022-01-28,8.0,Not Filled
3920,Player 3,Strength Building,2022-01-31,5.0,Not Filled
3921,Player 3,Strength Building,2022-02-01,3.0,Not Filled
3922,Player 3,Strength Building,2022-02-02,3.0,Filled
3923,Player 3,Strength Building,2022-02-03,6.0,Not Filled
3924,Player 3,Strength Building,2022-02-04,9.0,Not Filled
3925,Player 3,Strength Building,2022-02-07,5.0,Not Filled
3926,Player 3,Strength Building,2022-02-08,10.0,Not Filled
3927,Player 3,Strength Building,2022-02-09,3.0,Not Filled
3928,Player 3,Strength Building,2022-02-10,3.0,Filled
3929,Player 3,Strength Building,2022-02-11,4.0,Not Filled
3930,Player 3,Strength Building,2022-02-14,8.0,Not Filled
3931,Player 3,Strength Building,2022-02-15,4.0,Not Filled
3932,Player 3,Strength Building,2022-02-16,7.0,Not Filled
3933,Player 3,Strength Building,2022-02-17,8.0,Not Filled
3934,Player 3,Strength Building,2022-02-18,8.0,Filled
3935,Player 3,Strength Building,2022-02-21,8.0,Filled
3936,Player 3,Strength Building,2022-02-22,4.0,Not Filled
3937,Player 3,Strength Building,2022-02-23,4.0,Filled
3938,Player 3,Strength Building,2022-02-24,7.0,Not Filled
3939,Player 3,Strength Building,2022-02-25,4.0,Not Filled
3940,Player 3,Strength Building,2022-02-28,5.0,Not Filled
3941,Player 3,Strength Building,2022-03-01,5.0,Filled
3942,Player 3,Strength Building,2022-03-02,7.0,Not Filled
3943,Player 3,Strength Building,2022-03-03,7.0,Filled
3944,Player 3,Strength Building,2022-03-04,7.0,Filled
3945,Player 3,Strength Building,2022-03-07,7.0,Filled
3946,Player 3,Strength Building,2022-03-08,6.0,Not Filled
3947,Player 3,Strength Building,2022-03-09,4.0,Not Filled
3948,Player 3,Strength Building,2022-03-10,3.0,Not Filled
3949,Player 3,Strength Building,2022-03-11,3.0,Filled
3950,Player 3,Strength Building,2022-03-14,8.0,Not Filled
3951,Player 3,Strength Building,2022-03-15,5.0,Not Filled
3952,Player 3,Strength Building,2022-03-16,6.0,Not Filled
3953,Player 3,Strength Building,2022-03-17,6.0,Not Filled
3954,Player 3,Strength Building,2022-03-18,3.0,Not Filled
3955,Player 3,Strength Building,2022-03-21,7.0,Not Filled
3956,Player 3,Strength Building,2022-03-22,7.0,Filled
3957,Player 3,Strength Building,2022-03-23,7.0,Filled
3958,Player 3,Strength Building,2022-03-24,8.0,Not Filled
3959,Player 3,Strength Building,2022-03-25,8.0,Filled
3960,Player 3,Strength Building,2022-03-28,8.0,Not Filled
3961,Player 3,Strength Building,2022-03-29,4.0,Not Filled
3962,Player 3,Strength Building,2022-03-30,9.0,Not Filled
3963,Player 3,Strength Building,2022-03-31,4.0,Not Filled
3964,Player 3,Strength Building,2022-04-01,4.0,Filled
3965,Player 3,Strength Building,2022-04-04,9.0,Not Filled
3966,Player 3,Strength Building,2022-04-05,6.0,Not Filled
3967,Player 3,Strength Building,2022-04-06,7.0,Not Filled
3968,Player 3,Strength Building,2022-04-07,9.0,Not Filled
3969,Player 3,Strength Building,2022-04-08,3.0,Not Filled
3970,Player 3,Strength Building,2022-04-11,5.0,Not Filled
3971,Player 3,Strength Building,2022-04-12,5.0,Filled
3972,Player 3,Strength Building,2022-04-13,5.0,Filled
3973,Player 3,Strength Building,2022-04-14,5.0,Filled
3974,Player 3,Strength Building,2022-04-15,5.0,Not Filled
3975,Player 3,Strength Building,2022-04-18,5.0,Filled
3976,Player 3,Strength Building,2022-04-19,10.0,Not Filled
3977,Player 3,Strength Building,2022-04-20,10.0,Filled
3978,Player 3,Strength Building,2022-04-21,10.0,Filled
3979,Player 3,Strength Building,2022-04-22,4.0,Not Filled
3980,Player 3,Strength Building,2022-04-25,3.0,Not Filled
3981,Player 3,Strength Building,2022-04-26,6.0,Not Filled
3982,Player 3,Strength Building,2022-04-27,4.0,Not Filled
3983,Player 3,Strength Building,2022-04-28,10.0,Not Filled
3984,Player 3,Strength Building,2022-04-29,3.0,Not Filled
3985,Player 3,Strength Building,2022-05-02,8.0,Not Filled
3986,Player 3,Strength Building,2022-05-03,8.0,Filled
3987,Player 3,Strength Building,2022-05-04,8.0,Not Filled
3988,Player 3,Strength Building,2022-05-05,8.0,Not Filled
3989,Player 3,Strength Building,2022-05-06,8.0,Filled
3990,Player 3,Strength Building,2022-05-09,10.0,Not Filled
3991,Player 3,Strength Building,2022-05-10,4.0,Not Filled
3992,Player 3,Strength Building,2022-05-11,5.0,Not Filled
3993,Player 3,Strength Building,2022-05-12,9.0,Not Filled
3994,Player 3,Strength Building,2022-05-13,7.0,Not Filled
3995,Player 3,Strength Building,2022-05-16,4.0,Not Filled
3996,Player 3,Strength Building,2022-05-17,4.0,Filled
3997,Player 3,Strength Building,2022-05-18,9.0,Not Filled
3998,Player 3,Strength Building,2022-05-19,10.0,Not Filled
3999,Player 3,Strength Building,2022-05-20,10.0,Filled
4000,Player 3,Strength Building,2022-05-23,9.0,Not Filled
4001,Player 3,Strength Building,2022-05-24,9.0,Filled
4002,Player 3,Strength Building,2022-05-25,6.0,Not Filled
4003,Player 3,Strength Building,2022-05-26,9.0,Not Filled
4004,Player 3,Strength Building,2022-05-27,9.0,Filled
4005,Player 3,Strength Building,2022-05-30,8.0,Not Filled
4006,Player 3,Strength Building,2022-05-31,8.0,Not Filled
4007,Player 3,Strength Building,2022-06-01,8.0,Filled
4008,Player 3,Strength Building,2022-06-02,8.0,Filled
4009,Player 3,Strength Building,2022-06-03,8.0,Filled
