,Flag,Session Date,Player,Session,Score
6474,Carried over,2021-08-18,Player 13,Agility,7
6475,Actual,2021-08-17,Player 13,Agility,7
6476,Carried over,2021-08-26,Player 13,Agility,3
6477,Carried over,2021-08-25,Player 13,Agility,3
6478,Actual,2021-08-24,Player 13,Agility,3
6479,Carried over,2021-08-30,Player 13,Agility,6
6480,Actual,2021-08-27,Player 13,Agility,6
6481,Carried over,2021-09-06,Player 13,Agility,5
6482,Carried over,2021-09-03,Player 13,Agility,5
6483,Carried over,2021-09-02,Player 13,Agility,5
6484,Carried over,2021-09-01,Player 13,Agility,5
6485,Actual,2021-08-31,Player 13,Agility,5
6486,Actual,2021-09-07,Player 13,Agility,9
6487,Carried over,2021-09-14,Player 13,Agility,5
6488,Carried over,2021-09-13,Player 13,Agility,5
6489,Carried over,2021-09-10,Player 13,Agility,5
6490,Carried over,2021-09-09,Player 13,Agility,5
6491,Actual,2021-09-08,Player 13,Agility,5
6492,Carried over,2021-09-21,Player 13,Agility,3
6493,Carried over,2021-09-20,Player 13,Agility,3
6494,Carried over,2021-09-17,Player 13,Agility,3
6495,Carried over,2021-09-16,Player 13,Agility,3
6496,Actual,2021-09-15,Player 13,Agility,3
6497,Actual,2021-09-22,Player 13,Agility,8
6498,Carried over,2021-09-24,Player 13,Agility,10
6499,Actual,2021-09-23,Player 13,Agility,10
6500,Carried over,2021-10-05,Player 13,Agility,6
6501,Carried over,2021-10-04,Player 13,Agility,6
6502,Carried over,2021-10-01,Player 13,Agility,6
6503,Carried over,2021-09-30,Player 13,Agility,6
6504,Carried over,2021-09-29,Player 13,Agility,6
6505,Carried over,2021-09-28,Player 13,Agility,6
6506,Actual,2021-09-27,Player 13,Agility,6
6507,Carried over,2021-10-07,Player 13,Agility,10
6508,Actual,2021-10-06,Player 13,Agility,10
6509,Carried over,2021-10-19,Player 13,Agility,7
6510,Carried over,2021-10-18,Player 13,Agility,7
6511,Carried over,2021-10-15,Player 13,Agility,7
6512,Carried over,2021-10-14,Player 13,Agility,7
6513,Carried over,2021-10-13,Player 13,Agility,7
6514,Carried over,2021-10-12,Player 13,Agility,7
6515,Carried over,2021-10-11,Player 13,Agility,7
6516,Actual,2021-10-08,Player 13,Agility,7
6517,Carried over,2021-10-21,Player 13,Agility,6
6518,Actual,2021-10-20,Player 13,Agility,6
6519,Carried over,2021-10-26,Player 13,Agility,5
6520,Carried over,2021-10-25,Player 13,Agility,5
6521,Actual,2021-10-22,Player 13,Agility,5
6522,Carried over,2021-11-02,Player 13,Agility,4
6523,Carried over,2021-11-01,Player 13,Agility,4
6524,Carried over,2021-10-29,Player 13,Agility,4
6525,Carried over,2021-10-28,Player 13,Agility,4
6526,Actual,2021-10-27,Player 13,Agility,4
6527,Carried over,2021-11-04,Player 13,Agility,8
6528,Actual,2021-11-03,Player 13,Agility,8
6529,Carried over,2021-11-10,Player 13,Agility,6
6530,Carried over,2021-11-09,Player 13,Agility,6
6531,Carried over,2021-11-08,Player 13,Agility,6
6532,Actual,2021-11-05,Player 13,Agility,6
6533,Carried over,2021-11-16,Player 13,Agility,5
6534,Carried over,2021-11-15,Player 13,Agility,5
6535,Carried over,2021-11-12,Player 13,Agility,5
6536,Actual,2021-11-11,Player 13,Agility,5
6537,Carried over,2021-11-24,Player 13,Agility,5
6538,Carried over,2021-11-23,Player 13,Agility,5
6539,Carried over,2021-11-22,Player 13,Agility,5
6540,Carried over,2021-11-19,Player 13,Agility,5
6541,Carried over,2021-11-18,Player 13,Agility,5
6542,Actual,2021-11-17,Player 13,Agility,5
6543,Carried over,2021-12-08,Player 13,Agility,5
6544,Carried over,2021-12-07,Player 13,Agility,5
6545,Carried over,2021-12-06,Player 13,Agility,5
6546,Carried over,2021-12-03,Player 13,Agility,5
6547,Carried over,2021-12-02,Player 13,Agility,5
6548,Carried over,2021-12-01,Player 13,Agility,5
6549,Carried over,2021-11-30,Player 13,Agility,5
6550,Carried over,2021-11-29,Player 13,Agility,5
6551,Carried over,2021-11-26,Player 13,Agility,5
6552,Actual,2021-11-25,Player 13,Agility,5
6553,Carried over,2021-12-14,Player 13,Agility,5
6554,Carried over,2021-12-13,Player 13,Agility,5
6555,Carried over,2021-12-10,Player 13,Agility,5
6556,Actual,2021-12-09,Player 13,Agility,5
6557,Carried over,2021-12-16,Player 13,Agility,5
6558,Actual,2021-12-15,Player 13,Agility,5
6559,Carried over,2021-12-21,Player 13,Agility,5
6560,Carried over,2021-12-20,Player 13,Agility,5
6561,Actual,2021-12-17,Player 13,Agility,5
6562,Carried over,2021-12-29,Player 13,Agility,7
6563,Carried over,2021-12-28,Player 13,Agility,7
6564,Carried over,2021-12-27,Player 13,Agility,7
6565,Carried over,2021-12-24,Player 13,Agility,7
6566,Carried over,2021-12-23,Player 13,Agility,7
6567,Actual,2021-12-22,Player 13,Agility,7
6568,Actual,2021-12-30,Player 13,Agility,10
6569,Actual,2021-12-31,Player 13,Agility,4
6570,Carried over,2022-01-05,Player 13,Agility,7
6571,Carried over,2022-01-04,Player 13,Agility,7
6572,Actual,2022-01-03,Player 13,Agility,7
6573,Carried over,2022-01-17,Player 13,Agility,9
6574,Carried over,2022-01-14,Player 13,Agility,9
6575,Carried over,2022-01-13,Player 13,Agility,9
6576,Carried over,2022-01-12,Player 13,Agility,9
6577,Carried over,2022-01-11,Player 13,Agility,9
6578,Carried over,2022-01-10,Player 13,Agility,9
6579,Carried over,2022-01-07,Player 13,Agility,9
6580,Actual,2022-01-06,Player 13,Agility,9
6581,Actual,2022-01-18,Player 13,Agility,7
6582,Actual,2022-01-19,Player 13,Agility,10
6583,Actual,2022-01-20,Player 13,Agility,4
6584,Carried over,2022-01-24,Player 13,Agility,3
6585,Actual,2022-01-21,Player 13,Agility,3
6586,Carried over,2022-01-27,Player 13,Agility,3
6587,Carried over,2022-01-26,Player 13,Agility,3
6588,Actual,2022-01-25,Player 13,Agility,3
6589,Carried over,2022-01-31,Player 13,Agility,6
6590,Actual,2022-01-28,Player 13,Agility,6
6591,Actual,2022-02-01,Player 13,Agility,5
6592,Actual,2022-02-02,Player 13,Agility,8
6593,Carried over,2022-02-04,Player 13,Agility,4
6594,Actual,2022-02-03,Player 13,Agility,4
6595,Actual,2022-02-07,Player 13,Agility,3
6596,Actual,2022-02-08,Player 13,Agility,9
6597,Carried over,2022-02-11,Player 13,Agility,5
6598,Carried over,2022-02-10,Player 13,Agility,5
6599,Actual,2022-02-09,Player 13,Agility,5
6600,Actual,2022-02-14,Player 13,Agility,3
6601,Actual,2022-02-15,Player 13,Agility,9
6602,Carried over,2022-02-17,Player 13,Agility,3
6603,Actual,2022-02-16,Player 13,Agility,3
6604,Actual,2022-02-18,Player 13,Agility,7
6605,Actual,2022-02-21,Player 13,Agility,10
6606,Actual,2022-02-22,Player 13,Agility,5
6607,Actual,2022-02-23,Player 13,Agility,8
6608,Carried over,2022-02-25,Player 13,Agility,10
6609,Actual,2022-02-24,Player 13,Agility,10
6610,Actual,2022-02-28,Player 13,Agility,6
6611,Carried over,2022-03-04,Player 13,Agility,10
6612,Carried over,2022-03-03,Player 13,Agility,10
6613,Carried over,2022-03-02,Player 13,Agility,10
6614,Actual,2022-03-01,Player 13,Agility,10
6615,Carried over,2022-03-08,Player 13,Agility,10
6616,Actual,2022-03-07,Player 13,Agility,10
6617,Carried over,2022-03-10,Player 13,Agility,7
6618,Actual,2022-03-09,Player 13,Agility,7
6619,Carried over,2022-03-14,Player 13,Agility,6
6620,Actual,2022-03-11,Player 13,Agility,6
6621,Actual,2022-03-15,Player 13,Agility,8
6622,Carried over,2022-03-17,Player 13,Agility,9
6623,Actual,2022-03-16,Player 13,Agility,9
6624,Actual,2022-03-18,Player 13,Agility,3
6625,Carried over,2022-03-22,Player 13,Agility,6
6626,Actual,2022-03-21,Player 13,Agility,6
6627,Carried over,2022-03-25,Player 13,Agility,5
6628,Carried over,2022-03-24,Player 13,Agility,5
6629,Actual,2022-03-23,Player 13,Agility,5
6630,Carried over,2022-03-29,Player 13,Agility,4
6631,Actual,2022-03-28,Player 13,Agility,4
6632,Carried over,2022-03-31,Player 13,Agility,7
6633,Actual,2022-03-30,Player 13,Agility,7
6634,Actual,2022-04-01,Player 13,Agility,7
6635,Actual,2022-04-04,Player 13,Agility,8
6636,Actual,2022-04-05,Player 13,Agility,7
6637,Actual,2022-04-06,Player 13,Agility,6
6638,Actual,2022-04-07,Player 13,Agility,9
6639,Actual,2022-04-08,Player 13,Agility,6
6640,Actual,2022-04-11,Player 13,Agility,8
6641,Carried over,2022-04-13,Player 13,Agility,5
6642,Actual,2022-04-12,Player 13,Agility,5
6643,Actual,2022-04-14,Player 13,Agility,3
6644,Actual,2022-04-15,Player 13,Agility,5
6645,Carried over,2022-04-20,Player 13,Agility,5
6646,Carried over,2022-04-19,Player 13,Agility,5
6647,Actual,2022-04-18,Player 13,Agility,5
6648,Actual,2022-04-21,Player 13,Agility,5
6649,Actual,2022-04-22,Player 13,Agility,10
6650,Actual,2022-04-25,Player 13,Agility,10
6651,Carried over,2022-04-27,Player 13,Agility,5
6652,Actual,2022-04-26,Player 13,Agility,5
6653,Carried over,2022-05-02,Player 13,Agility,6
6654,Carried over,2022-04-29,Player 13,Agility,6
6655,Actual,2022-04-28,Player 13,Agility,6
6656,Actual,2022-05-03,Player 13,Agility,4
6657,Carried over,2022-05-05,Player 13,Agility,5
6658,Actual,2022-05-04,Player 13,Agility,5
6659,Carried over,2022-05-09,Player 13,Agility,10
6660,Actual,2022-05-06,Player 13,Agility,10
6661,Actual,2022-05-10,Player 13,Agility,5
6662,Actual,2022-05-11,Player 13,Agility,5
6663,Carried over,2022-05-13,Player 13,Agility,7
6664,Actual,2022-05-12,Player 13,Agility,7
6665,Carried over,2022-05-17,Player 13,Agility,5
6666,Actual,2022-05-16,Player 13,Agility,5
6667,Actual,2022-05-18,Player 13,Agility,5
6668,Actual,2022-05-19,Player 13,Agility,5
6669,Actual,2022-05-20,Player 13,Agility,8
6670,Carried over,2022-05-24,Player 13,Agility,7
6671,Actual,2022-05-23,Player 13,Agility,7
6672,Actual,2022-05-25,Player 13,Agility,10
6673,Actual,2022-05-26,Player 13,Agility,6
6674,Actual,2022-05-27,Player 13,Agility,9
6675,Actual,2022-05-30,Player 13,Agility,8
6676,Actual,2022-05-31,Player 13,Agility,10
6677,Actual,2022-06-01,Player 13,Agility,4
6678,Actual,2022-06-02,Player 13,Agility,3
6679,Actual,2022-06-03,Player 13,Agility,7
6680,Actual,2022-06-06,Player 13,Agility,10
6681,Actual,2022-06-07,Player 13,Agility,7
6682,Actual,2022-06-08,Player 13,Agility,5
6683,Carried over,2022-06-10,Player 13,Agility,3
6684,Actual,2022-06-09,Player 13,Agility,3
6685,Actual,2022-06-13,Player 13,Agility,5
6686,Actual,2022-06-14,Player 13,Agility,5
6687,Actual,2022-06-15,Player 13,Agility,9
6688,Actual,2022-06-16,Player 13,Agility,8
6689,Actual,2022-06-17,Player 13,Agility,9
6690,Carried over,2022-06-21,Player 13,Agility,3
6691,Actual,2022-06-20,Player 13,Agility,3
6692,Actual,2022-06-22,Player 13,Agility,8
6693,Actual,2022-06-23,Player 13,Agility,4
6694,Actual,2022-06-24,Player 13,Agility,9
6695,Actual,2022-06-27,Player 13,Agility,4
6696,Carried over,2022-06-29,Player 13,Agility,9
6697,Actual,2022-06-28,Player 13,Agility,9
6698,Actual,2022-06-30,Player 13,Agility,4
6699,Carried over,2022-07-07,Player 13,Agility,9
6700,Carried over,2022-07-06,Player 13,Agility,9
6701,Carried over,2022-07-05,Player 13,Agility,9
6702,Carried over,2022-07-04,Player 13,Agility,9
6703,Actual,2022-07-01,Player 13,Agility,9
6704,Actual,2022-07-08,Player 13,Agility,5
6705,Actual,2022-07-11,Player 13,Agility,7
6706,Actual,2022-07-12,Player 13,Agility,8
6707,Actual,2022-07-13,Player 13,Agility,7
6708,Carried over,2022-07-15,Player 13,Agility,6
6709,Actual,2022-07-14,Player 13,Agility,6
6710,Actual,2022-07-18,Player 13,Agility,8
6711,Actual,2022-07-19,Player 13,Agility,10
6712,Actual,2022-07-20,Player 13,Agility,5
6713,Carried over,2022-07-22,Player 13,Agility,6
6714,Actual,2022-07-21,Player 13,Agility,6
6715,Actual,2022-07-25,Player 13,Agility,4
6716,Actual,2022-07-26,Player 13,Agility,7
6717,Actual,2022-07-27,Player 13,Agility,9
6718,Carried over,2021-08-06,Player 12,Strength Building,3
6719,Carried over,2021-08-05,Player 12,Strength Building,3
6720,Carried over,2021-08-04,Player 12,Strength Building,3
6721,Carried over,2021-08-03,Player 12,Strength Building,3
6722,Actual,2021-08-02,Player 12,Strength Building,3
6723,Actual,2021-08-09,Player 12,Strength Building,9
6724,Actual,2021-08-10,Player 12,Strength Building,9
6725,Carried over,2021-08-12,Player 12,Strength Building,7
6726,Actual,2021-08-11,Player 12,Strength Building,7
6727,Carried over,2021-08-16,Player 12,Strength Building,6
6728,Actual,2021-08-13,Player 12,Strength Building,6
6729,Carried over,2021-08-18,Player 12,Strength Building,7
6730,Actual,2021-08-17,Player 12,Strength Building,7
6731,Actual,2021-08-19,Player 12,Strength Building,6
6732,Carried over,2021-08-26,Player 12,Strength Building,4
6733,Carried over,2021-08-25,Player 12,Strength Building,4
6734,Carried over,2021-08-24,Player 12,Strength Building,4
6735,Carried over,2021-08-23,Player 12,Strength Building,4
6736,Actual,2021-08-20,Player 12,Strength Building,4
6737,Carried over,2021-08-30,Player 12,Strength Building,3
6738,Actual,2021-08-27,Player 12,Strength Building,3
6739,Actual,2021-08-31,Player 12,Strength Building,5
6740,Carried over,2021-09-02,Player 12,Strength Building,8
6741,Actual,2021-09-01,Player 12,Strength Building,8
6742,Carried over,2021-09-09,Player 12,Strength Building,8
6743,Carried over,2021-09-08,Player 12,Strength Building,8
6744,Carried over,2021-09-07,Player 12,Strength Building,8
6745,Carried over,2021-09-06,Player 12,Strength Building,8
6746,Actual,2021-09-03,Player 12,Strength Building,8
6747,Actual,2021-09-10,Player 12,Strength Building,4
6748,Carried over,2021-09-14,Player 12,Strength Building,4
6749,Actual,2021-09-13,Player 12,Strength Building,4
6750,Carried over,2021-09-17,Player 12,Strength Building,9
6751,Carried over,2021-09-16,Player 12,Strength Building,9
6752,Actual,2021-09-15,Player 12,Strength Building,9
6753,Actual,2021-09-20,Player 12,Strength Building,4
6754,Carried over,2021-09-22,Player 12,Strength Building,6
6755,Actual,2021-09-21,Player 12,Strength Building,6
6756,Actual,2021-09-23,Player 12,Strength Building,9
6757,Carried over,2021-10-05,Player 12,Strength Building,9
6758,Carried over,2021-10-04,Player 12,Strength Building,9
6759,Carried over,2021-10-01,Player 12,Strength Building,9
6760,Carried over,2021-09-30,Player 12,Strength Building,9
6761,Carried over,2021-09-29,Player 12,Strength Building,9
6762,Carried over,2021-09-28,Player 12,Strength Building,9
6763,Carried over,2021-09-27,Player 12,Strength Building,9
6764,Actual,2021-09-24,Player 12,Strength Building,9
6765,Carried over,2021-10-12,Player 12,Strength Building,3
6766,Carried over,2021-10-11,Player 12,Strength Building,3
6767,Carried over,2021-10-08,Player 12,Strength Building,3
6768,Carried over,2021-10-07,Player 12,Strength Building,3
6769,Actual,2021-10-06,Player 12,Strength Building,3
6770,Carried over,2021-10-19,Player 12,Strength Building,7
6771,Carried over,2021-10-18,Player 12,Strength Building,7
6772,Carried over,2021-10-15,Player 12,Strength Building,7
6773,Carried over,2021-10-14,Player 12,Strength Building,7
6774,Actual,2021-10-13,Player 12,Strength Building,7
6775,Actual,2021-10-20,Player 12,Strength Building,10
6776,Carried over,2021-11-09,Player 12,Strength Building,5
6777,Carried over,2021-11-08,Player 12,Strength Building,5
6778,Carried over,2021-11-05,Player 12,Strength Building,5
6779,Carried over,2021-11-04,Player 12,Strength Building,5
6780,Carried over,2021-11-03,Player 12,Strength Building,5
6781,Carried over,2021-11-02,Player 12,Strength Building,5
6782,Carried over,2021-11-01,Player 12,Strength Building,5
6783,Carried over,2021-10-29,Player 12,Strength Building,5
6784,Carried over,2021-10-28,Player 12,Strength Building,5
6785,Carried over,2021-10-27,Player 12,Strength Building,5
6786,Carried over,2021-10-26,Player 12,Strength Building,5
6787,Carried over,2021-10-25,Player 12,Strength Building,5
6788,Carried over,2021-10-22,Player 12,Strength Building,5
6789,Actual,2021-10-21,Player 12,Strength Building,5
6790,Actual,2021-11-10,Player 12,Strength Building,6
6791,Carried over,2021-11-16,Player 12,Strength Building,8
6792,Carried over,2021-11-15,Player 12,Strength Building,8
6793,Carried over,2021-11-12,Player 12,Strength Building,8
6794,Actual,2021-11-11,Player 12,Strength Building,8
6795,Actual,2021-11-17,Player 12,Strength Building,5
6796,Actual,2021-11-18,Player 12,Strength Building,6
6797,Carried over,2021-12-09,Player 12,Strength Building,5
6798,Carried over,2021-12-08,Player 12,Strength Building,5
6799,Carried over,2021-12-07,Player 12,Strength Building,5
6800,Carried over,2021-12-06,Player 12,Strength Building,5
6801,Carried over,2021-12-03,Player 12,Strength Building,5
6802,Carried over,2021-12-02,Player 12,Strength Building,5
6803,Carried over,2021-12-01,Player 12,Strength Building,5
6804,Carried over,2021-11-30,Player 12,Strength Building,5
6805,Carried over,2021-11-29,Player 12,Strength Building,5
6806,Carried over,2021-11-26,Player 12,Strength Building,5
6807,Carried over,2021-11-25,Player 12,Strength Building,5
6808,Carried over,2021-11-24,Player 12,Strength Building,5
6809,Carried over,2021-11-23,Player 12,Strength Building,5
6810,Carried over,2021-11-22,Player 12,Strength Building,5
6811,Actual,2021-11-19,Player 12,Strength Building,5
6812,Carried over,2021-12-14,Player 12,Strength Building,6
6813,Carried over,2021-12-13,Player 12,Strength Building,6
6814,Actual,2021-12-10,Player 12,Strength Building,6
6815,Carried over,2021-12-23,Player 12,Strength Building,3
6816,Carried over,2021-12-22,Player 12,Strength Building,3
6817,Carried over,2021-12-21,Player 12,Strength Building,3
6818,Carried over,2021-12-20,Player 12,Strength Building,3
6819,Carried over,2021-12-17,Player 12,Strength Building,3
6820,Carried over,2021-12-16,Player 12,Strength Building,3
6821,Actual,2021-12-15,Player 12,Strength Building,3
6822,Carried over,2021-12-28,Player 12,Strength Building,7
6823,Carried over,2021-12-27,Player 12,Strength Building,7
6824,Actual,2021-12-24,Player 12,Strength Building,7
6825,Carried over,2021-12-31,Player 12,Strength Building,8
6826,Carried over,2021-12-30,Player 12,Strength Building,8
6827,Actual,2021-12-29,Player 12,Strength Building,8
6828,Actual,2022-01-03,Player 12,Strength Building,3
6829,Actual,2022-01-04,Player 12,Strength Building,6
6830,Carried over,2022-01-07,Player 12,Strength Building,7
6831,Carried over,2022-01-06,Player 12,Strength Building,7
6832,Actual,2022-01-05,Player 12,Strength Building,7
6833,Actual,2022-01-10,Player 12,Strength Building,9
6834,Actual,2022-01-11,Player 12,Strength Building,9
6835,Actual,2022-01-12,Player 12,Strength Building,7
6836,Actual,2022-01-13,Player 12,Strength Building,7
6837,Carried over,2022-01-17,Player 12,Strength Building,6
6838,Actual,2022-01-14,Player 12,Strength Building,6
6839,Actual,2022-01-18,Player 12,Strength Building,7
6840,Actual,2022-01-19,Player 12,Strength Building,8
6841,Actual,2022-01-20,Player 12,Strength Building,6
6842,Actual,2022-01-21,Player 12,Strength Building,4
6843,Carried over,2022-01-26,Player 12,Strength Building,8
6844,Carried over,2022-01-25,Player 12,Strength Building,8
6845,Actual,2022-01-24,Player 12,Strength Building,8
6846,Actual,2022-01-27,Player 12,Strength Building,6
6847,Actual,2022-01-28,Player 12,Strength Building,3
6848,Actual,2022-01-31,Player 12,Strength Building,8
6849,Actual,2022-02-01,Player 12,Strength Building,5
6850,Actual,2022-02-02,Player 12,Strength Building,8
6851,Actual,2022-02-03,Player 12,Strength Building,8
6852,Actual,2022-02-04,Player 12,Strength Building,8
6853,Carried over,2022-02-10,Player 12,Strength Building,3
6854,Carried over,2022-02-09,Player 12,Strength Building,3
6855,Carried over,2022-02-08,Player 12,Strength Building,3
6856,Actual,2022-02-07,Player 12,Strength Building,3
6857,Actual,2022-02-11,Player 12,Strength Building,4
6858,Actual,2022-02-14,Player 12,Strength Building,4
6859,Actual,2022-02-15,Player 12,Strength Building,5
6860,Carried over,2022-02-18,Player 12,Strength Building,9
6861,Carried over,2022-02-17,Player 12,Strength Building,9
6862,Actual,2022-02-16,Player 12,Strength Building,9
6863,Actual,2022-02-21,Player 12,Strength Building,4
6864,Actual,2022-02-22,Player 12,Strength Building,6
6865,Actual,2022-02-23,Player 12,Strength Building,5
6866,Actual,2022-02-24,Player 12,Strength Building,9
6867,Carried over,2022-03-04,Player 12,Strength Building,9
6868,Carried over,2022-03-03,Player 12,Strength Building,9
6869,Carried over,2022-03-02,Player 12,Strength Building,9
6870,Carried over,2022-03-01,Player 12,Strength Building,9
6871,Carried over,2022-02-28,Player 12,Strength Building,9
6872,Actual,2022-02-25,Player 12,Strength Building,9
6873,Actual,2022-03-07,Player 12,Strength Building,3
6874,Actual,2022-03-08,Player 12,Strength Building,6
6875,Actual,2022-03-09,Player 12,Strength Building,5
6876,Carried over,2022-03-11,Player 12,Strength Building,4
6877,Actual,2022-03-10,Player 12,Strength Building,4
6878,Actual,2022-03-14,Player 12,Strength Building,7
6879,Carried over,2022-03-16,Player 12,Strength Building,8
6880,Actual,2022-03-15,Player 12,Strength Building,8
6881,Carried over,2022-03-18,Player 12,Strength Building,9
6882,Actual,2022-03-17,Player 12,Strength Building,9
6883,Actual,2022-03-21,Player 12,Strength Building,10
6884,Actual,2022-03-22,Player 12,Strength Building,5
6885,Actual,2022-03-23,Player 12,Strength Building,8
6886,Actual,2022-03-24,Player 12,Strength Building,3
6887,Carried over,2022-03-28,Player 12,Strength Building,7
6888,Actual,2022-03-25,Player 12,Strength Building,7
6889,Actual,2022-03-29,Player 12,Strength Building,7
6890,Actual,2022-03-30,Player 12,Strength Building,6
6891,Actual,2022-03-31,Player 12,Strength Building,8
6892,Actual,2022-04-01,Player 12,Strength Building,4
6893,Carried over,2022-04-06,Player 12,Strength Building,6
6894,Carried over,2022-04-05,Player 12,Strength Building,6
6895,Actual,2022-04-04,Player 12,Strength Building,6
6896,Actual,2022-04-07,Player 12,Strength Building,6
6897,Actual,2022-04-08,Player 12,Strength Building,7
6898,Actual,2022-04-11,Player 12,Strength Building,6
6899,Actual,2022-04-12,Player 12,Strength Building,8
6900,Actual,2022-04-13,Player 12,Strength Building,3
6901,Actual,2022-04-14,Player 12,Strength Building,5
6902,Actual,2022-04-15,Player 12,Strength Building,6
6903,Actual,2022-04-18,Player 12,Strength Building,5
6904,Actual,2022-04-19,Player 12,Strength Building,6
6905,Actual,2022-04-20,Player 12,Strength Building,5
6906,Actual,2022-04-21,Player 12,Strength Building,10
6907,Actual,2022-04-22,Player 12,Strength Building,5
6908,Carried over,2022-04-26,Player 12,Strength Building,8
6909,Actual,2022-04-25,Player 12,Strength Building,8
6910,Actual,2022-04-27,Player 12,Strength Building,8
6911,Actual,2022-04-28,Player 12,Strength Building,5
6912,Carried over,2022-05-03,Player 12,Strength Building,8
6913,Carried over,2022-05-02,Player 12,Strength Building,8
6914,Actual,2022-04-29,Player 12,Strength Building,8
6915,Actual,2022-05-04,Player 12,Strength Building,7
6916,Actual,2022-05-05,Player 12,Strength Building,5
6917,Carried over,2022-05-09,Player 12,Strength Building,4
6918,Actual,2022-05-06,Player 12,Strength Building,4
6919,Actual,2022-05-10,Player 12,Strength Building,10
6920,Carried over,2022-05-12,Player 12,Strength Building,6
6921,Actual,2022-05-11,Player 12,Strength Building,6
6922,Actual,2022-05-13,Player 12,Strength Building,6
6923,Actual,2022-05-16,Player 12,Strength Building,3
6924,Carried over,2022-05-18,Player 12,Strength Building,3
6925,Actual,2022-05-17,Player 12,Strength Building,3
6926,Carried over,2022-05-20,Player 12,Strength Building,6
6927,Actual,2022-05-19,Player 12,Strength Building,6
6928,Actual,2022-05-23,Player 12,Strength Building,4
6929,Actual,2022-05-24,Player 12,Strength Building,9
6930,Actual,2022-05-25,Player 12,Strength Building,7
6931,Actual,2022-05-26,Player 12,Strength Building,8
6932,Actual,2022-05-27,Player 12,Strength Building,3
6933,Actual,2022-05-30,Player 12,Strength Building,8
6934,Carried over,2022-06-02,Player 12,Strength Building,9
6935,Carried over,2022-06-01,Player 12,Strength Building,9
6936,Actual,2022-05-31,Player 12,Strength Building,9
6937,Actual,2022-06-03,Player 12,Strength Building,3
6938,Actual,2022-06-06,Player 12,Strength Building,4
6939,Actual,2022-06-07,Player 12,Strength Building,4
6940,Carried over,2022-06-09,Player 12,Strength Building,8
6941,Actual,2022-06-08,Player 12,Strength Building,8
6942,Carried over,2022-06-14,Player 12,Strength Building,7
6943,Carried over,2022-06-13,Player 12,Strength Building,7
6944,Actual,2022-06-10,Player 12,Strength Building,7
6945,Actual,2022-06-15,Player 12,Strength Building,9
6946,Carried over,2022-06-20,Player 12,Strength Building,7
6947,Carried over,2022-06-17,Player 12,Strength Building,7
6948,Actual,2022-06-16,Player 12,Strength Building,7
6949,Carried over,2022-07-01,Player 12,Strength Building,10
6950,Carried over,2022-06-30,Player 12,Strength Building,10
6951,Carried over,2022-06-29,Player 12,Strength Building,10
6952,Carried over,2022-06-28,Player 12,Strength Building,10
6953,Carried over,2022-06-27,Player 12,Strength Building,10
6954,Carried over,2022-06-24,Player 12,Strength Building,10
6955,Carried over,2022-06-23,Player 12,Strength Building,10
6956,Carried over,2022-06-22,Player 12,Strength Building,10
6957,Actual,2022-06-21,Player 12,Strength Building,10
6958,Carried over,2022-07-07,Player 12,Strength Building,5
6959,Carried over,2022-07-06,Player 12,Strength Building,5
6960,Carried over,2022-07-05,Player 12,Strength Building,5
6961,Actual,2022-07-04,Player 12,Strength Building,5
6962,Actual,2022-07-08,Player 12,Strength Building,7
6963,Carried over,2022-07-13,Player 12,Strength Building,9
6964,Carried over,2022-07-12,Player 12,Strength Building,9
6965,Actual,2022-07-11,Player 12,Strength Building,9
6966,Carried over,2022-07-15,Player 12,Strength Building,10
6967,Actual,2022-07-14,Player 12,Strength Building,10
6968,Actual,2022-07-18,Player 12,Strength Building,3
6969,Carried over,2022-07-20,Player 12,Strength Building,7
6970,Actual,2022-07-19,Player 12,Strength Building,7
6971,Actual,2022-07-21,Player 12,Strength Building,9
6972,Carried over,2022-07-25,Player 12,Strength Building,9
6973,Actual,2022-07-22,Player 12,Strength Building,9
6974,Actual,2022-07-26,Player 12,Strength Building,6
6975,Actual,2022-07-27,Player 12,Strength Building,9
6976,Actual,2022-07-28,Player 12,Strength Building,8
6977,Carried over,2021-08-11,Player 6,Cardio,7
6978,Carried over,2021-08-10,Player 6,Cardio,7
6979,Carried over,2021-08-09,Player 6,Cardio,7
6980,Carried over,2021-08-06,Player 6,Cardio,7
6981,Actual,2021-08-05,Player 6,Cardio,7
6982,Carried over,2021-08-17,Player 6,Cardio,7
6983,Carried over,2021-08-16,Player 6,Cardio,7
6984,Carried over,2021-08-13,Player 6,Cardio,7
6985,Actual,2021-08-12,Player 6,Cardio,7
6986,Actual,2021-08-18,Player 6,Cardio,7
6987,Carried over,2021-08-23,Player 6,Cardio,8
6988,Carried over,2021-08-20,Player 6,Cardio,8
6989,Actual,2021-08-19,Player 6,Cardio,8
6990,Actual,2021-08-24,Player 6,Cardio,5
6991,Actual,2021-08-25,Player 6,Cardio,6
6992,Actual,2021-08-26,Player 6,Cardio,3
6993,Actual,2021-08-27,Player 6,Cardio,5
6994,Actual,2021-08-30,Player 6,Cardio,5
6995,Carried over,2021-09-01,Player 6,Cardio,8
6996,Actual,2021-08-31,Player 6,Cardio,8
6997,Carried over,2021-09-03,Player 6,Cardio,3
6998,Actual,2021-09-02,Player 6,Cardio,3
6999,Carried over,2021-09-08,Player 6,Cardio,5
7000,Carried over,2021-09-07,Player 6,Cardio,5
