,player,date,session,score
5123,Player 4,2022-05-10,Cardio,10.0
5124,Player 4,2022-05-11,Cardio,5.0
5125,Player 4,2022-05-12,Cardio,10.0
5126,Player 4,2022-05-13,Cardio,10.0
5127,Player 4,2022-05-16,Cardio,10.0
5128,Player 4,2022-05-18,Cardio,10.0
5129,Player 4,2022-05-19,Cardio,10.0
5130,Player 4,2022-05-20,Cardio,10.0
5131,Player 4,2022-05-23,Cardio,5.0
5132,Player 4,2022-05-24,Cardio,5.0
5133,Player 4,2022-05-25,Cardio,8.0
5134,Player 4,2022-05-26,Cardio,8.0
5135,Player 4,2022-05-27,Cardio,8.0
5136,Player 4,2022-05-30,Cardio,8.0
5137,Player 4,2022-05-31,Cardio,10.0
5138,Player 4,2022-06-01,Cardio,10.0
5139,Player 4,2022-06-02,Cardio,4.0
5140,Player 4,2022-06-03,Cardio,8.0
5141,Player 4,2022-06-06,Cardio,7.0
5142,Player 4,2022-06-07,Cardio,3.0
5143,Player 4,2022-06-08,Cardio,3.0
5144,Player 4,2022-06-09,Cardio,3.0
5145,Player 4,2022-06-10,Cardio,3.0
5146,Player 4,2022-06-13,Cardio,7.0
5147,Player 4,2022-06-14,Cardio,8.0
5148,Player 4,2022-06-15,Cardio,8.0
5149,Player 4,2022-06-16,Cardio,8.0
5150,Player 4,2022-06-17,Cardio,8.0
5151,Player 4,2022-06-21,Cardio,4.0
5152,Player 4,2022-06-22,Cardio,10.0
5153,Player 4,2022-06-23,Cardio,10.0
5154,Player 4,2022-06-24,Cardio,7.0
5155,Player 4,2022-06-27,Cardio,7.0
5156,Player 4,2022-06-28,Cardio,7.0
5157,Player 4,2022-06-29,Cardio,4.0
5158,Player 4,2022-06-30,Cardio,5.0
5159,Player 4,2022-07-01,Cardio,4.0
5160,Player 4,2022-07-04,Cardio,4.0
5161,Player 4,2022-07-05,Cardio,5.0
5162,Player 4,2022-07-06,Cardio,5.0
5163,Player 4,2022-07-07,Cardio,10.0
5164,Player 4,2022-07-08,Cardio,5.0
5165,Player 4,2022-07-11,Cardio,4.0
5166,Player 4,2022-07-12,Cardio,8.0
5167,Player 4,2022-07-13,Cardio,10.0
5168,Player 4,2022-07-14,Cardio,10.0
5169,Player 4,2022-07-15,Cardio,9.0
5170,Player 4,2022-07-18,Cardio,4.0
5171,Player 4,2022-07-19,Cardio,5.0
5172,Player 4,2022-07-20,Cardio,10.0
5173,Player 4,2022-07-21,Cardio,8.0
5174,Player 4,2022-07-22,Cardio,8.0
5175,Player 4,2022-07-25,Cardio,8.0
5176,Player 4,2022-07-26,Cardio,9.0
5177,Player 4,2022-07-27,Cardio,4.0
5178,Player 4,2022-07-29,Cardio,7.0
5179,Player 5,2021-08-02,Cardio,3.0
5180,Player 5,2021-08-03,Cardio,3.0
5181,Player 5,2021-08-04,Cardio,7.0
5182,Player 5,2021-08-06,Cardio,9.0
5183,Player 5,2021-08-10,Cardio,7.0
5184,Player 5,2021-08-11,Cardio,7.0
5185,Player 5,2021-08-12,Cardio,7.0
5186,Player 5,2021-08-13,Cardio,7.0
5187,Player 5,2021-08-16,Cardio,5.0
5188,Player 5,2021-08-19,Cardio,6.0
5189,Player 5,2021-08-20,Cardio,6.0
5190,Player 5,2021-08-23,Cardio,6.0
5191,Player 5,2021-08-24,Cardio,6.0
5192,Player 5,2021-08-25,Cardio,6.0
5193,Player 5,2021-08-26,Cardio,3.0
5194,Player 5,2021-08-27,Cardio,5.0
5195,Player 5,2021-08-30,Cardio,5.0
5196,Player 5,2021-08-31,Cardio,5.0
5197,Player 5,2021-09-02,Cardio,5.0
5198,Player 5,2021-09-03,Cardio,5.0
5199,Player 5,2021-09-06,Cardio,5.0
5200,Player 5,2021-09-07,Cardio,6.0
5201,Player 5,2021-09-08,Cardio,4.0
5202,Player 5,2021-09-09,Cardio,6.0
5203,Player 5,2021-09-13,Cardio,6.0
5204,Player 5,2021-09-14,Cardio,6.0
5205,Player 5,2021-09-15,Cardio,6.0
5206,Player 5,2021-09-20,Cardio,5.0
5207,Player 5,2021-09-21,Cardio,5.0
5208,Player 5,2021-09-22,Cardio,4.0
5209,Player 5,2021-09-23,Cardio,10.0
5210,Player 5,2021-09-24,Cardio,10.0
5211,Player 5,2021-09-27,Cardio,10.0
5212,Player 5,2021-09-30,Cardio,3.0
5213,Player 5,2021-10-01,Cardio,3.0
5214,Player 5,2021-10-06,Cardio,9.0
5215,Player 5,2021-10-07,Cardio,9.0
5216,Player 5,2021-10-08,Cardio,9.0
5217,Player 5,2021-10-14,Cardio,9.0
5218,Player 5,2021-10-15,Cardio,8.0
5219,Player 5,2021-10-22,Cardio,8.0
5220,Player 5,2021-10-27,Cardio,8.0
5221,Player 5,2021-10-28,Cardio,6.0
5222,Player 5,2021-10-29,Cardio,9.0
5223,Player 5,2021-11-03,Cardio,9.0
5224,Player 5,2021-11-05,Cardio,9.0
5225,Player 5,2021-11-10,Cardio,9.0
5226,Player 5,2021-11-12,Cardio,9.0
5227,Player 5,2021-11-17,Cardio,8.0
5228,Player 5,2021-11-18,Cardio,8.0
5229,Player 5,2021-11-19,Cardio,8.0
5230,Player 5,2021-11-24,Cardio,8.0
5231,Player 5,2021-11-25,Cardio,6.0
5232,Player 5,2021-12-01,Cardio,4.0
5233,Player 5,2021-12-08,Cardio,5.0
5234,Player 5,2021-12-10,Cardio,5.0
5235,Player 5,2021-12-17,Cardio,7.0
5236,Player 5,2021-12-23,Cardio,5.0
5237,Player 5,2021-12-24,Cardio,5.0
5238,Player 5,2021-12-29,Cardio,6.0
5239,Player 5,2021-12-30,Cardio,6.0
5240,Player 5,2021-12-31,Cardio,6.0
5241,Player 5,2022-01-03,Cardio,3.0
5242,Player 5,2022-01-04,Cardio,4.0
5243,Player 5,2022-01-05,Cardio,7.0
5244,Player 5,2022-01-06,Cardio,7.0
5245,Player 5,2022-01-07,Cardio,9.0
5246,Player 5,2022-01-10,Cardio,8.0
5247,Player 5,2022-01-11,Cardio,7.0
5248,Player 5,2022-01-12,Cardio,7.0
5249,Player 5,2022-01-13,Cardio,7.0
5250,Player 5,2022-01-14,Cardio,7.0
5251,Player 5,2022-01-17,Cardio,5.0
5252,Player 5,2022-01-18,Cardio,4.0
5253,Player 5,2022-01-19,Cardio,5.0
5254,Player 5,2022-01-20,Cardio,6.0
5255,Player 5,2022-01-21,Cardio,6.0
5256,Player 5,2022-01-24,Cardio,3.0
5257,Player 5,2022-01-25,Cardio,3.0
5258,Player 5,2022-01-26,Cardio,6.0
5259,Player 5,2022-01-27,Cardio,3.0
5260,Player 5,2022-01-28,Cardio,5.0
5261,Player 5,2022-01-31,Cardio,5.0
5262,Player 5,2022-02-01,Cardio,5.0
5263,Player 5,2022-02-02,Cardio,5.0
5264,Player 5,2022-02-03,Cardio,5.0
5265,Player 5,2022-02-04,Cardio,4.0
5266,Player 5,2022-02-07,Cardio,10.0
5267,Player 5,2022-02-08,Cardio,6.0
5268,Player 5,2022-02-09,Cardio,4.0
5269,Player 5,2022-02-10,Cardio,6.0
5270,Player 5,2022-02-11,Cardio,8.0
5271,Player 5,2022-02-14,Cardio,8.0
5272,Player 5,2022-02-15,Cardio,6.0
5273,Player 5,2022-02-16,Cardio,3.0
5274,Player 5,2022-02-17,Cardio,9.0
5275,Player 5,2022-02-18,Cardio,9.0
5276,Player 5,2022-02-21,Cardio,5.0
5277,Player 5,2022-02-22,Cardio,5.0
5278,Player 5,2022-02-23,Cardio,4.0
5279,Player 5,2022-02-24,Cardio,10.0
5280,Player 5,2022-02-25,Cardio,10.0
5281,Player 5,2022-02-28,Cardio,6.0
5282,Player 5,2022-03-01,Cardio,3.0
5283,Player 5,2022-03-02,Cardio,3.0
5284,Player 5,2022-03-03,Cardio,3.0
5285,Player 5,2022-03-04,Cardio,3.0
5286,Player 5,2022-03-07,Cardio,9.0
5287,Player 5,2022-03-08,Cardio,9.0
5288,Player 5,2022-03-09,Cardio,8.0
5289,Player 5,2022-03-10,Cardio,8.0
5290,Player 5,2022-03-11,Cardio,8.0
5291,Player 5,2022-03-14,Cardio,8.0
5292,Player 5,2022-03-15,Cardio,3.0
5293,Player 5,2022-03-16,Cardio,8.0
5294,Player 5,2022-03-17,Cardio,8.0
5295,Player 5,2022-03-18,Cardio,8.0
5296,Player 5,2022-03-21,Cardio,8.0
5297,Player 5,2022-03-22,Cardio,8.0
5298,Player 5,2022-03-23,Cardio,8.0
5299,Player 5,2022-03-24,Cardio,3.0
5300,Player 5,2022-03-25,Cardio,9.0
5301,Player 5,2022-03-28,Cardio,3.0
5302,Player 5,2022-03-29,Cardio,6.0
5303,Player 5,2022-03-30,Cardio,9.0
5304,Player 5,2022-03-31,Cardio,8.0
5305,Player 5,2022-04-01,Cardio,10.0
5306,Player 5,2022-04-04,Cardio,3.0
5307,Player 5,2022-04-05,Cardio,10.0
5308,Player 5,2022-04-06,Cardio,10.0
5309,Player 5,2022-04-07,Cardio,10.0
5310,Player 5,2022-04-08,Cardio,9.0
5311,Player 5,2022-04-11,Cardio,9.0
5312,Player 5,2022-04-12,Cardio,9.0
5313,Player 5,2022-04-13,Cardio,9.0
5314,Player 5,2022-04-14,Cardio,9.0
5315,Player 5,2022-04-15,Cardio,9.0
5316,Player 5,2022-04-18,Cardio,8.0
5317,Player 5,2022-04-19,Cardio,8.0
5318,Player 5,2022-04-20,Cardio,6.0
5319,Player 5,2022-04-21,Cardio,6.0
5320,Player 5,2022-04-22,Cardio,6.0
5321,Player 5,2022-04-25,Cardio,6.0
5322,Player 5,2022-04-26,Cardio,6.0
5323,Player 5,2022-04-28,Cardio,4.0
5324,Player 5,2022-04-29,Cardio,5.0
5325,Player 5,2022-05-02,Cardio,4.0
5326,Player 5,2022-05-03,Cardio,7.0
5327,Player 5,2022-05-04,Cardio,7.0
5328,Player 5,2022-05-05,Cardio,7.0
5329,Player 5,2022-05-06,Cardio,10.0
5330,Player 5,2022-05-09,Cardio,5.0
5331,Player 5,2022-05-11,Cardio,8.0
5332,Player 5,2022-05-12,Cardio,4.0
5333,Player 5,2022-05-13,Cardio,9.0
5334,Player 5,2022-05-17,Cardio,9.0
5335,Player 5,2022-05-18,Cardio,7.0
5336,Player 5,2022-05-19,Cardio,9.0
5337,Player 5,2022-05-20,Cardio,8.0
5338,Player 5,2022-05-24,Cardio,5.0
5339,Player 5,2022-05-25,Cardio,5.0
5340,Player 5,2022-05-26,Cardio,5.0
5341,Player 5,2022-05-27,Cardio,4.0
5342,Player 5,2022-05-30,Cardio,6.0
5343,Player 5,2022-05-31,Cardio,6.0
5344,Player 5,2022-06-01,Cardio,10.0
5345,Player 5,2022-06-02,Cardio,7.0
5346,Player 5,2022-06-03,Cardio,3.0
5347,Player 5,2022-06-06,Cardio,3.0
5348,Player 5,2022-06-07,Cardio,9.0
5349,Player 5,2022-06-08,Cardio,3.0
5350,Player 5,2022-06-09,Cardio,3.0
5351,Player 5,2022-06-10,Cardio,6.0
5352,Player 5,2022-06-13,Cardio,6.0
5353,Player 5,2022-06-14,Cardio,3.0
5354,Player 5,2022-06-15,Cardio,3.0
5355,Player 5,2022-06-16,Cardio,5.0
5356,Player 5,2022-06-17,Cardio,6.0
5357,Player 5,2022-06-20,Cardio,6.0
5358,Player 5,2022-06-21,Cardio,10.0
5359,Player 5,2022-06-22,Cardio,6.0
5360,Player 5,2022-06-23,Cardio,4.0
5361,Player 5,2022-06-24,Cardio,4.0
5362,Player 5,2022-06-27,Cardio,6.0
5363,Player 5,2022-06-28,Cardio,8.0
5364,Player 5,2022-06-29,Cardio,8.0
5365,Player 5,2022-06-30,Cardio,8.0
5366,Player 5,2022-07-01,Cardio,8.0
5367,Player 5,2022-07-04,Cardio,4.0
5368,Player 5,2022-07-05,Cardio,10.0
5369,Player 5,2022-07-07,Cardio,5.0
5370,Player 5,2022-07-08,Cardio,7.0
5371,Player 5,2022-07-11,Cardio,4.0
5372,Player 5,2022-07-12,Cardio,5.0
5373,Player 5,2022-07-13,Cardio,10.0
5374,Player 5,2022-07-14,Cardio,8.0
5375,Player 5,2022-07-15,Cardio,3.0
5376,Player 5,2022-07-18,Cardio,4.0
5377,Player 5,2022-07-19,Cardio,4.0
5378,Player 5,2022-07-20,Cardio,10.0
5379,Player 5,2022-07-21,Cardio,10.0
5380,Player 5,2022-07-22,Cardio,9.0
5381,Player 5,2022-07-25,Cardio,9.0
5382,Player 5,2022-07-26,Cardio,9.0
5383,Player 5,2022-07-27,Cardio,9.0
5384,Player 5,2022-07-28,Cardio,3.0
5385,Player 5,2022-07-29,Cardio,3.0
5386,Player 6,2021-08-02,Cardio,3.0
5387,Player 6,2021-08-03,Cardio,3.0
5388,Player 6,2021-08-04,Cardio,3.0
5389,Player 6,2021-08-05,Cardio,7.0
5390,Player 6,2021-08-06,Cardio,7.0
5391,Player 6,2021-08-10,Cardio,7.0
5392,Player 6,2021-08-11,Cardio,7.0
5393,Player 6,2021-08-12,Cardio,7.0
5394,Player 6,2021-08-13,Cardio,7.0
5395,Player 6,2021-08-16,Cardio,7.0
5396,Player 6,2021-08-18,Cardio,7.0
5397,Player 6,2021-08-19,Cardio,8.0
5398,Player 6,2021-08-24,Cardio,5.0
5399,Player 6,2021-08-25,Cardio,6.0
5400,Player 6,2021-08-26,Cardio,3.0
5401,Player 6,2021-08-27,Cardio,5.0
5402,Player 6,2021-08-30,Cardio,5.0
5403,Player 6,2021-08-31,Cardio,8.0
5404,Player 6,2021-09-02,Cardio,3.0
5405,Player 6,2021-09-06,Cardio,5.0
5406,Player 6,2021-09-08,Cardio,5.0
5407,Player 6,2021-09-09,Cardio,7.0
5408,Player 6,2021-09-10,Cardio,7.0
5409,Player 6,2021-09-14,Cardio,6.0
5410,Player 6,2021-09-16,Cardio,6.0
5411,Player 6,2021-09-17,Cardio,6.0
5412,Player 6,2021-09-20,Cardio,9.0
5413,Player 6,2021-09-22,Cardio,9.0
5414,Player 6,2021-09-27,Cardio,9.0
5415,Player 6,2021-10-06,Cardio,9.0
5416,Player 6,2021-10-07,Cardio,4.0
5417,Player 6,2021-10-08,Cardio,4.0
5418,Player 6,2021-10-13,Cardio,4.0
5419,Player 6,2021-10-14,Cardio,4.0
5420,Player 6,2021-10-15,Cardio,5.0
5421,Player 6,2021-10-20,Cardio,5.0
5422,Player 6,2021-10-22,Cardio,8.0
5423,Player 6,2021-10-28,Cardio,8.0
5424,Player 6,2021-10-29,Cardio,9.0
5425,Player 6,2021-11-03,Cardio,8.0
5426,Player 6,2021-11-04,Cardio,9.0
5427,Player 6,2021-11-05,Cardio,9.0
5428,Player 6,2021-11-10,Cardio,9.0
5429,Player 6,2021-11-11,Cardio,4.0
5430,Player 6,2021-11-12,Cardio,4.0
5431,Player 6,2021-11-17,Cardio,8.0
5432,Player 6,2021-11-18,Cardio,8.0
5433,Player 6,2021-11-19,Cardio,8.0
5434,Player 6,2021-11-24,Cardio,3.0
5435,Player 6,2021-11-26,Cardio,3.0
5436,Player 6,2021-12-01,Cardio,3.0
5437,Player 6,2021-12-02,Cardio,9.0
5438,Player 6,2021-12-03,Cardio,9.0
5439,Player 6,2021-12-09,Cardio,9.0
5440,Player 6,2021-12-10,Cardio,8.0
5441,Player 6,2021-12-15,Cardio,8.0
5442,Player 6,2021-12-16,Cardio,8.0
5443,Player 6,2021-12-17,Cardio,8.0
5444,Player 6,2021-12-23,Cardio,5.0
5445,Player 6,2021-12-29,Cardio,5.0
5446,Player 6,2021-12-30,Cardio,5.0
5447,Player 6,2021-12-31,Cardio,10.0
5448,Player 6,2022-01-03,Cardio,9.0
5449,Player 6,2022-01-04,Cardio,9.0
5450,Player 6,2022-01-05,Cardio,8.0
5451,Player 6,2022-01-06,Cardio,7.0
5452,Player 6,2022-01-07,Cardio,7.0
5453,Player 6,2022-01-10,Cardio,6.0
5454,Player 6,2022-01-11,Cardio,8.0
5455,Player 6,2022-01-12,Cardio,10.0
5456,Player 6,2022-01-13,Cardio,7.0
5457,Player 6,2022-01-14,Cardio,3.0
5458,Player 6,2022-01-17,Cardio,5.0
5459,Player 6,2022-01-19,Cardio,7.0
5460,Player 6,2022-01-20,Cardio,8.0
5461,Player 6,2022-01-21,Cardio,8.0
5462,Player 6,2022-01-25,Cardio,5.0
5463,Player 6,2022-01-26,Cardio,6.0
5464,Player 6,2022-01-27,Cardio,3.0
5465,Player 6,2022-01-28,Cardio,5.0
5466,Player 6,2022-01-31,Cardio,5.0
5467,Player 6,2022-02-01,Cardio,8.0
5468,Player 6,2022-02-02,Cardio,8.0
5469,Player 6,2022-02-03,Cardio,3.0
5470,Player 6,2022-02-07,Cardio,5.0
5471,Player 6,2022-02-09,Cardio,5.0
5472,Player 6,2022-02-10,Cardio,7.0
5473,Player 6,2022-02-11,Cardio,10.0
5474,Player 6,2022-02-15,Cardio,6.0
5475,Player 6,2022-02-17,Cardio,6.0
5476,Player 6,2022-02-18,Cardio,9.0
5477,Player 6,2022-02-21,Cardio,9.0
5478,Player 6,2022-02-22,Cardio,9.0
5479,Player 6,2022-02-23,Cardio,6.0
5480,Player 6,2022-02-24,Cardio,6.0
5481,Player 6,2022-02-25,Cardio,9.0
5482,Player 6,2022-02-28,Cardio,9.0
5483,Player 6,2022-03-01,Cardio,9.0
5484,Player 6,2022-03-02,Cardio,9.0
5485,Player 6,2022-03-03,Cardio,9.0
5486,Player 6,2022-03-04,Cardio,7.0
5487,Player 6,2022-03-07,Cardio,7.0
5488,Player 6,2022-03-08,Cardio,4.0
5489,Player 6,2022-03-09,Cardio,4.0
5490,Player 6,2022-03-10,Cardio,5.0
5491,Player 6,2022-03-11,Cardio,4.0
5492,Player 6,2022-03-14,Cardio,4.0
5493,Player 6,2022-03-15,Cardio,4.0
5494,Player 6,2022-03-16,Cardio,5.0
5495,Player 6,2022-03-17,Cardio,8.0
5496,Player 6,2022-03-18,Cardio,3.0
5497,Player 6,2022-03-21,Cardio,4.0
5498,Player 6,2022-03-22,Cardio,4.0
5499,Player 6,2022-03-23,Cardio,8.0
5500,Player 6,2022-03-24,Cardio,3.0
5501,Player 6,2022-03-25,Cardio,3.0
5502,Player 6,2022-03-29,Cardio,3.0
5503,Player 6,2022-03-30,Cardio,9.0
5504,Player 6,2022-03-31,Cardio,4.0
5505,Player 6,2022-04-01,Cardio,3.0
5506,Player 6,2022-04-04,Cardio,8.0
5507,Player 6,2022-04-05,Cardio,9.0
5508,Player 6,2022-04-06,Cardio,6.0
5509,Player 6,2022-04-07,Cardio,7.0
5510,Player 6,2022-04-08,Cardio,8.0
5511,Player 6,2022-04-11,Cardio,8.0
5512,Player 6,2022-04-12,Cardio,4.0
5513,Player 6,2022-04-13,Cardio,7.0
5514,Player 6,2022-04-14,Cardio,5.0
5515,Player 6,2022-04-15,Cardio,5.0
5516,Player 6,2022-04-18,Cardio,8.0
5517,Player 6,2022-04-19,Cardio,6.0
5518,Player 6,2022-04-20,Cardio,6.0
5519,Player 6,2022-04-21,Cardio,4.0
5520,Player 6,2022-04-22,Cardio,9.0
5521,Player 6,2022-04-25,Cardio,3.0
5522,Player 6,2022-04-26,Cardio,3.0
5523,Player 6,2022-04-27,Cardio,3.0
5524,Player 6,2022-04-28,Cardio,9.0
5525,Player 6,2022-04-29,Cardio,9.0
5526,Player 6,2022-05-02,Cardio,3.0
5527,Player 6,2022-05-03,Cardio,9.0
5528,Player 6,2022-05-04,Cardio,5.0
5529,Player 6,2022-05-05,Cardio,4.0
5530,Player 6,2022-05-06,Cardio,8.0
5531,Player 6,2022-05-09,Cardio,9.0
5532,Player 6,2022-05-10,Cardio,5.0
5533,Player 6,2022-05-11,Cardio,8.0
5534,Player 6,2022-05-12,Cardio,7.0
5535,Player 6,2022-05-13,Cardio,7.0
5536,Player 6,2022-05-16,Cardio,7.0
5537,Player 6,2022-05-17,Cardio,7.0
5538,Player 6,2022-05-18,Cardio,7.0
5539,Player 6,2022-05-19,Cardio,7.0
5540,Player 6,2022-05-20,Cardio,5.0
5541,Player 6,2022-05-23,Cardio,6.0
5542,Player 6,2022-05-24,Cardio,5.0
5543,Player 6,2022-05-25,Cardio,3.0
5544,Player 6,2022-05-26,Cardio,4.0
5545,Player 6,2022-05-27,Cardio,9.0
5546,Player 6,2022-05-30,Cardio,5.0
5547,Player 6,2022-05-31,Cardio,5.0
5548,Player 6,2022-06-01,Cardio,10.0
5549,Player 6,2022-06-02,Cardio,10.0
5550,Player 6,2022-06-03,Cardio,10.0
5551,Player 6,2022-06-06,Cardio,10.0
5552,Player 6,2022-06-07,Cardio,10.0
5553,Player 6,2022-06-08,Cardio,9.0
5554,Player 6,2022-06-09,Cardio,9.0
5555,Player 6,2022-06-10,Cardio,8.0
5556,Player 6,2022-06-13,Cardio,8.0
5557,Player 6,2022-06-14,Cardio,7.0
5558,Player 6,2022-06-15,Cardio,8.0
5559,Player 6,2022-06-16,Cardio,8.0
5560,Player 6,2022-06-17,Cardio,8.0
5561,Player 6,2022-06-20,Cardio,3.0
5562,Player 6,2022-06-21,Cardio,3.0
5563,Player 6,2022-06-22,Cardio,8.0
5564,Player 6,2022-06-23,Cardio,7.0
5565,Player 6,2022-06-24,Cardio,10.0
5566,Player 6,2022-06-27,Cardio,5.0
5567,Player 6,2022-06-28,Cardio,6.0
5568,Player 6,2022-06-29,Cardio,6.0
5569,Player 6,2022-06-30,Cardio,6.0
5570,Player 6,2022-07-01,Cardio,7.0
5571,Player 6,2022-07-04,Cardio,7.0
5572,Player 6,2022-07-05,Cardio,7.0
5573,Player 6,2022-07-06,Cardio,7.0
5574,Player 6,2022-07-07,Cardio,7.0
5575,Player 6,2022-07-08,Cardio,9.0
5576,Player 6,2022-07-11,Cardio,10.0
5577,Player 6,2022-07-12,Cardio,10.0
5578,Player 6,2022-07-13,Cardio,10.0
5579,Player 6,2022-07-14,Cardio,7.0
5580,Player 6,2022-07-15,Cardio,5.0
5581,Player 6,2022-07-18,Cardio,6.0
5582,Player 6,2022-07-19,Cardio,6.0
5583,Player 6,2022-07-20,Cardio,3.0
5584,Player 6,2022-07-21,Cardio,3.0
5585,Player 6,2022-07-22,Cardio,8.0
5586,Player 6,2022-07-25,Cardio,5.0
5587,Player 6,2022-07-26,Cardio,9.0
5588,Player 6,2022-07-27,Cardio,9.0
5589,Player 6,2022-07-28,Cardio,4.0
5590,Player 6,2022-07-29,Cardio,6.0
5591,Player 7,2021-08-02,Cardio,6.0
5592,Player 7,2021-08-05,Cardio,4.0
5593,Player 7,2021-08-06,Cardio,4.0
5594,Player 7,2021-08-10,Cardio,4.0
5595,Player 7,2021-08-11,Cardio,4.0
5596,Player 7,2021-08-12,Cardio,7.0
5597,Player 7,2021-08-16,Cardio,7.0
5598,Player 7,2021-08-17,Cardio,7.0
5599,Player 7,2021-08-19,Cardio,7.0
5600,Player 7,2021-08-20,Cardio,7.0
5601,Player 7,2021-08-23,Cardio,7.0
5602,Player 7,2021-08-24,Cardio,9.0
5603,Player 7,2021-08-26,Cardio,9.0
5604,Player 7,2021-08-27,Cardio,9.0
5605,Player 7,2021-08-30,Cardio,7.0
5606,Player 7,2021-09-02,Cardio,9.0
5607,Player 7,2021-09-06,Cardio,9.0
5608,Player 7,2021-09-08,Cardio,4.0
5609,Player 7,2021-09-09,Cardio,8.0
5610,Player 7,2021-09-10,Cardio,6.0
5611,Player 7,2021-09-13,Cardio,6.0
5612,Player 7,2021-09-14,Cardio,5.0
5613,Player 7,2021-09-15,Cardio,5.0
5614,Player 7,2021-09-16,Cardio,4.0
5615,Player 7,2021-09-17,Cardio,4.0
5616,Player 7,2021-09-22,Cardio,9.0
5617,Player 7,2021-09-23,Cardio,10.0
5618,Player 7,2021-09-27,Cardio,7.0
5619,Player 7,2021-09-30,Cardio,7.0
5620,Player 7,2021-10-01,Cardio,7.0
5621,Player 7,2021-10-08,Cardio,6.0
5622,Player 7,2021-10-13,Cardio,6.0
5623,Player 7,2021-10-14,Cardio,8.0
5624,Player 7,2021-10-20,Cardio,5.0
5625,Player 7,2021-10-21,Cardio,5.0
5626,Player 7,2021-10-22,Cardio,5.0
5627,Player 7,2021-10-28,Cardio,10.0
5628,Player 7,2021-10-29,Cardio,4.0
5629,Player 7,2021-11-03,Cardio,8.0
5630,Player 7,2021-11-11,Cardio,8.0
5631,Player 7,2021-11-17,Cardio,6.0
5632,Player 7,2021-11-18,Cardio,6.0
5633,Player 7,2021-11-19,Cardio,6.0
5634,Player 7,2021-11-24,Cardio,6.0
5635,Player 7,2021-11-25,Cardio,6.0
5636,Player 7,2021-11-26,Cardio,9.0
5637,Player 7,2021-12-01,Cardio,9.0
5638,Player 7,2021-12-02,Cardio,9.0
5639,Player 7,2021-12-03,Cardio,9.0
5640,Player 7,2021-12-09,Cardio,9.0
5641,Player 7,2021-12-10,Cardio,9.0
5642,Player 7,2021-12-15,Cardio,9.0
5643,Player 7,2021-12-16,Cardio,9.0
5644,Player 7,2021-12-17,Cardio,9.0
5645,Player 7,2021-12-22,Cardio,4.0
5646,Player 7,2021-12-24,Cardio,10.0
5647,Player 7,2021-12-29,Cardio,6.0
5648,Player 7,2021-12-30,Cardio,3.0
5649,Player 7,2022-01-03,Cardio,6.0
5650,Player 7,2022-01-05,Cardio,6.0
5651,Player 7,2022-01-06,Cardio,4.0
5652,Player 7,2022-01-07,Cardio,4.0
5653,Player 7,2022-01-11,Cardio,4.0
5654,Player 7,2022-01-12,Cardio,6.0
5655,Player 7,2022-01-13,Cardio,7.0
5656,Player 7,2022-01-14,Cardio,10.0
5657,Player 7,2022-01-17,Cardio,6.0
5658,Player 7,2022-01-18,Cardio,7.0
5659,Player 7,2022-01-20,Cardio,7.0
5660,Player 7,2022-01-21,Cardio,7.0
5661,Player 7,2022-01-24,Cardio,7.0
5662,Player 7,2022-01-25,Cardio,9.0
5663,Player 7,2022-01-26,Cardio,9.0
5664,Player 7,2022-01-27,Cardio,9.0
5665,Player 7,2022-01-28,Cardio,9.0
5666,Player 7,2022-01-31,Cardio,7.0
5667,Player 7,2022-02-01,Cardio,7.0
5668,Player 7,2022-02-02,Cardio,3.0
5669,Player 7,2022-02-03,Cardio,9.0
5670,Player 7,2022-02-04,Cardio,7.0
5671,Player 7,2022-02-07,Cardio,4.0
5672,Player 7,2022-02-08,Cardio,4.0
5673,Player 7,2022-02-09,Cardio,4.0
5674,Player 7,2022-02-10,Cardio,8.0
5675,Player 7,2022-02-11,Cardio,6.0
5676,Player 7,2022-02-14,Cardio,6.0
5677,Player 7,2022-02-15,Cardio,5.0
5678,Player 7,2022-02-16,Cardio,5.0
5679,Player 7,2022-02-17,Cardio,4.0
5680,Player 7,2022-02-18,Cardio,7.0
5681,Player 7,2022-02-21,Cardio,7.0
5682,Player 7,2022-02-23,Cardio,9.0
5683,Player 7,2022-02-24,Cardio,10.0
5684,Player 7,2022-02-25,Cardio,10.0
5685,Player 7,2022-02-28,Cardio,7.0
5686,Player 7,2022-03-01,Cardio,7.0
5687,Player 7,2022-03-02,Cardio,6.0
5688,Player 7,2022-03-03,Cardio,6.0
5689,Player 7,2022-03-04,Cardio,8.0
5690,Player 7,2022-03-07,Cardio,8.0
5691,Player 7,2022-03-08,Cardio,3.0
5692,Player 7,2022-03-09,Cardio,6.0
5693,Player 7,2022-03-10,Cardio,5.0
5694,Player 7,2022-03-11,Cardio,4.0
5695,Player 7,2022-03-14,Cardio,4.0
5696,Player 7,2022-03-15,Cardio,8.0
5697,Player 7,2022-03-17,Cardio,5.0
5698,Player 7,2022-03-18,Cardio,4.0
5699,Player 7,2022-03-21,Cardio,5.0
5700,Player 7,2022-03-22,Cardio,5.0
5701,Player 7,2022-03-23,Cardio,5.0
5702,Player 7,2022-03-24,Cardio,7.0
5703,Player 7,2022-03-25,Cardio,9.0
5704,Player 7,2022-03-28,Cardio,9.0
