,Player,Session,Date,Score
3124,Player 11,Agility,2022-02-21,4
3125,Player 11,Agility,2022-02-24,7
3126,Player 11,Agility,2022-02-25,7
3127,Player 11,Agility,2022-02-28,3
3128,Player 11,Agility,2022-03-01,4
3129,Player 11,Agility,2022-03-02,9
3130,Player 11,Agility,2022-03-04,8
3131,Player 11,Agility,2022-03-07,9
3132,Player 11,Agility,2022-03-09,3
3133,Player 11,Agility,2022-03-10,7
3134,Player 11,Agility,2022-03-11,8
3135,Player 11,Agility,2022-03-14,6
3136,Player 11,Agility,2022-03-15,7
3137,Player 11,Agility,2022-03-17,5
3138,Player 11,Agility,2022-03-18,7
3139,Player 11,Agility,2022-03-21,6
3140,Player 11,Agility,2022-03-23,7
3141,Player 11,Agility,2022-03-24,9
3142,Player 11,Agility,2022-03-25,5
3143,Player 11,Agility,2022-03-28,7
3144,Player 11,Agility,2022-03-29,10
3145,Player 11,Agility,2022-04-01,8
3146,Player 11,Agility,2022-04-04,5
3147,Player 11,Agility,2022-04-05,7
3148,Player 11,Agility,2022-04-07,3
3149,Player 11,Agility,2022-04-08,10
3150,Player 11,Agility,2022-04-11,8
3151,Player 11,Agility,2022-04-12,7
3152,Player 11,Agility,2022-04-13,6
3153,Player 11,Agility,2022-04-15,8
3154,Player 11,Agility,2022-04-18,8
3155,Player 11,Agility,2022-04-19,4
3156,Player 11,Agility,2022-04-20,9
3157,Player 11,Agility,2022-04-21,10
3158,Player 11,Agility,2022-04-22,8
3159,Player 11,Agility,2022-04-25,8
3160,Player 11,Agility,2022-04-26,9
3161,Player 11,Agility,2022-04-28,3
3162,Player 11,Agility,2022-04-29,4
3163,Player 11,Agility,2022-05-02,8
3164,Player 11,Agility,2022-05-03,9
3165,Player 11,Agility,2022-05-04,5
3166,Player 11,Agility,2022-05-05,4
3167,Player 11,Agility,2022-05-09,4
3168,Player 11,Agility,2022-05-10,6
3169,Player 11,Agility,2022-05-12,3
3170,Player 11,Agility,2022-05-13,8
3171,Player 11,Agility,2022-05-16,3
3172,Player 11,Agility,2022-05-17,10
3173,Player 11,Agility,2022-05-18,10
3174,Player 11,Agility,2022-05-19,3
3175,Player 11,Agility,2022-05-20,9
3176,Player 11,Agility,2022-05-23,6
3177,Player 11,Agility,2022-05-24,9
3178,Player 11,Agility,2022-05-25,10
3179,Player 11,Agility,2022-05-26,4
3180,Player 11,Agility,2022-05-31,6
3181,Player 11,Agility,2022-06-01,4
3182,Player 11,Agility,2022-06-02,8
3183,Player 11,Agility,2022-06-06,9
3184,Player 11,Agility,2022-06-07,5
3185,Player 11,Agility,2022-06-08,9
3186,Player 11,Agility,2022-06-10,7
3187,Player 11,Agility,2022-06-13,3
3188,Player 11,Agility,2022-06-14,6
3189,Player 11,Agility,2022-06-15,3
3190,Player 11,Agility,2022-06-17,3
3191,Player 11,Agility,2022-06-21,5
3192,Player 11,Agility,2022-06-23,4
3193,Player 11,Agility,2022-06-24,10
3194,Player 11,Agility,2022-06-28,3
3195,Player 11,Agility,2022-06-29,4
3196,Player 11,Agility,2022-07-04,10
3197,Player 11,Agility,2022-07-05,10
3198,Player 11,Agility,2022-07-07,4
3199,Player 11,Agility,2022-07-08,5
3200,Player 11,Agility,2022-07-11,5
3201,Player 11,Agility,2022-07-12,8
3202,Player 11,Agility,2022-07-14,4
3203,Player 11,Agility,2022-07-15,7
3204,Player 11,Agility,2022-07-18,4
3205,Player 11,Agility,2022-07-20,6
3206,Player 11,Agility,2022-07-25,8
3207,Player 11,Agility,2022-07-29,4
3208,Player 11,Cardio,2022-01-04,5
3209,Player 11,Cardio,2022-01-06,10
3210,Player 11,Cardio,2022-01-07,5
3211,Player 11,Cardio,2022-01-10,3
3212,Player 11,Cardio,2022-01-12,7
3213,Player 11,Cardio,2022-01-13,3
3214,Player 11,Cardio,2022-01-14,4
3215,Player 11,Cardio,2022-01-17,10
3216,Player 11,Cardio,2022-01-18,6
3217,Player 11,Cardio,2022-01-19,3
3218,Player 11,Cardio,2022-01-21,5
3219,Player 11,Cardio,2022-01-24,10
3220,Player 11,Cardio,2022-01-25,8
3221,Player 11,Cardio,2022-01-27,4
3222,Player 11,Cardio,2022-01-28,3
3223,Player 11,Cardio,2022-02-01,10
3224,Player 11,Cardio,2022-02-02,4
3225,Player 11,Cardio,2022-02-04,5
3226,Player 11,Cardio,2022-02-07,9
3227,Player 11,Cardio,2022-02-08,9
3228,Player 11,Cardio,2022-02-09,7
3229,Player 11,Cardio,2022-02-15,7
3230,Player 11,Cardio,2022-02-16,5
3231,Player 11,Cardio,2022-02-17,4
3232,Player 11,Cardio,2022-02-22,5
3233,Player 11,Cardio,2022-02-23,3
3234,Player 11,Cardio,2022-02-28,8
3235,Player 11,Cardio,2022-03-01,10
3236,Player 11,Cardio,2022-03-02,9
3237,Player 11,Cardio,2022-03-03,8
3238,Player 11,Cardio,2022-03-04,6
3239,Player 11,Cardio,2022-03-07,6
3240,Player 11,Cardio,2022-03-09,8
3241,Player 11,Cardio,2022-03-10,9
3242,Player 11,Cardio,2022-03-11,9
3243,Player 11,Cardio,2022-03-15,4
3244,Player 11,Cardio,2022-03-21,7
3245,Player 11,Cardio,2022-03-23,9
3246,Player 11,Cardio,2022-03-24,9
3247,Player 11,Cardio,2022-03-25,7
3248,Player 11,Cardio,2022-03-28,10
3249,Player 11,Cardio,2022-03-29,3
3250,Player 11,Cardio,2022-03-31,9
3251,Player 11,Cardio,2022-04-01,3
3252,Player 11,Cardio,2022-04-04,3
3253,Player 11,Cardio,2022-04-06,3
3254,Player 11,Cardio,2022-04-07,10
3255,Player 11,Cardio,2022-04-11,9
3256,Player 11,Cardio,2022-04-12,3
3257,Player 11,Cardio,2022-04-13,6
3258,Player 11,Cardio,2022-04-14,5
3259,Player 11,Cardio,2022-04-18,3
3260,Player 11,Cardio,2022-04-20,3
3261,Player 11,Cardio,2022-04-21,9
3262,Player 11,Cardio,2022-04-25,6
3263,Player 11,Cardio,2022-04-26,6
3264,Player 11,Cardio,2022-04-27,9
3265,Player 11,Cardio,2022-04-29,9
3266,Player 11,Cardio,2022-05-03,6
3267,Player 11,Cardio,2022-05-04,5
3268,Player 11,Cardio,2022-05-06,8
3269,Player 11,Cardio,2022-05-10,5
3270,Player 11,Cardio,2022-05-11,7
3271,Player 11,Cardio,2022-05-17,3
3272,Player 11,Cardio,2022-05-19,3
3273,Player 11,Cardio,2022-05-23,9
3274,Player 11,Cardio,2022-05-24,9
3275,Player 11,Cardio,2022-05-25,8
3276,Player 11,Cardio,2022-05-26,3
3277,Player 11,Cardio,2022-05-27,4
3278,Player 11,Cardio,2022-05-30,7
3279,Player 11,Cardio,2022-05-31,10
3280,Player 11,Cardio,2022-06-01,3
3281,Player 11,Cardio,2022-06-06,4
3282,Player 11,Cardio,2022-06-07,4
3283,Player 11,Cardio,2022-06-08,5
3284,Player 11,Cardio,2022-06-13,8
3285,Player 11,Cardio,2022-06-14,5
3286,Player 11,Cardio,2022-06-15,8
3287,Player 11,Cardio,2022-06-16,6
3288,Player 11,Cardio,2022-06-21,3
3289,Player 11,Cardio,2022-06-22,10
3290,Player 11,Cardio,2022-06-27,10
3291,Player 11,Cardio,2022-06-28,7
3292,Player 11,Cardio,2022-06-29,5
3293,Player 11,Cardio,2022-06-30,4
3294,Player 11,Cardio,2022-07-01,9
3295,Player 11,Cardio,2022-07-04,3
3296,Player 11,Cardio,2022-07-06,4
3297,Player 11,Cardio,2022-07-07,3
3298,Player 11,Cardio,2022-07-12,10
3299,Player 11,Cardio,2022-07-13,7
3300,Player 11,Cardio,2022-07-14,5
3301,Player 11,Cardio,2022-07-15,5
3302,Player 11,Cardio,2022-07-18,8
3303,Player 11,Cardio,2022-07-19,9
3304,Player 11,Cardio,2022-07-20,4
3305,Player 11,Cardio,2022-07-22,9
3306,Player 11,Cardio,2022-07-25,7
3307,Player 11,Cardio,2022-07-26,8
3308,Player 11,Cardio,2022-07-27,6
3309,Player 11,Cardio,2022-07-29,9
3310,Player 12,Strength Building,2022-01-04,6
3311,Player 12,Strength Building,2022-01-05,7
3312,Player 12,Strength Building,2022-01-10,9
3313,Player 12,Strength Building,2022-01-11,9
3314,Player 12,Strength Building,2022-01-12,7
3315,Player 12,Strength Building,2022-01-13,7
3316,Player 12,Strength Building,2022-01-14,6
3317,Player 12,Strength Building,2022-01-18,7
3318,Player 12,Strength Building,2022-01-19,8
3319,Player 12,Strength Building,2022-01-20,6
3320,Player 12,Strength Building,2022-01-21,4
3321,Player 12,Strength Building,2022-01-24,8
3322,Player 12,Strength Building,2022-01-27,6
3323,Player 12,Strength Building,2022-01-28,3
3324,Player 12,Strength Building,2022-01-31,8
3325,Player 12,Strength Building,2022-02-01,5
3326,Player 12,Strength Building,2022-02-02,8
3327,Player 12,Strength Building,2022-02-03,8
3328,Player 12,Strength Building,2022-02-04,8
3329,Player 12,Strength Building,2022-02-07,3
3330,Player 12,Strength Building,2022-02-11,4
3331,Player 12,Strength Building,2022-02-14,4
3332,Player 12,Strength Building,2022-02-15,5
3333,Player 12,Strength Building,2022-02-16,9
3334,Player 12,Strength Building,2022-02-21,4
3335,Player 12,Strength Building,2022-02-22,6
3336,Player 12,Strength Building,2022-02-23,5
3337,Player 12,Strength Building,2022-02-24,9
3338,Player 12,Strength Building,2022-02-25,9
3339,Player 12,Strength Building,2022-03-07,3
3340,Player 12,Strength Building,2022-03-08,6
3341,Player 12,Strength Building,2022-03-09,5
3342,Player 12,Strength Building,2022-03-10,4
3343,Player 12,Strength Building,2022-03-14,7
3344,Player 12,Strength Building,2022-03-15,8
3345,Player 12,Strength Building,2022-03-17,9
3346,Player 12,Strength Building,2022-03-21,10
3347,Player 12,Strength Building,2022-03-22,5
3348,Player 12,Strength Building,2022-03-23,8
3349,Player 12,Strength Building,2022-03-24,3
3350,Player 12,Strength Building,2022-03-25,7
3351,Player 12,Strength Building,2022-03-29,7
3352,Player 12,Strength Building,2022-03-30,6
3353,Player 12,Strength Building,2022-03-31,8
3354,Player 12,Strength Building,2022-04-01,4
3355,Player 12,Strength Building,2022-04-04,6
3356,Player 12,Strength Building,2022-04-07,6
3357,Player 12,Strength Building,2022-04-08,7
3358,Player 12,Strength Building,2022-04-11,6
3359,Player 12,Strength Building,2022-04-12,8
3360,Player 12,Strength Building,2022-04-13,3
3361,Player 12,Strength Building,2022-04-14,5
3362,Player 12,Strength Building,2022-04-15,6
3363,Player 12,Strength Building,2022-04-18,5
3364,Player 12,Strength Building,2022-04-19,6
3365,Player 12,Strength Building,2022-04-20,5
3366,Player 12,Strength Building,2022-04-21,10
3367,Player 12,Strength Building,2022-04-22,5
3368,Player 12,Strength Building,2022-04-25,8
3369,Player 12,Strength Building,2022-04-27,8
3370,Player 12,Strength Building,2022-04-28,5
3371,Player 12,Strength Building,2022-04-29,8
3372,Player 12,Strength Building,2022-05-04,7
3373,Player 12,Strength Building,2022-05-05,5
3374,Player 12,Strength Building,2022-05-06,4
3375,Player 12,Strength Building,2022-05-10,10
3376,Player 12,Strength Building,2022-05-11,6
3377,Player 12,Strength Building,2022-05-13,6
3378,Player 12,Strength Building,2022-05-16,3
3379,Player 12,Strength Building,2022-05-17,3
3380,Player 12,Strength Building,2022-05-19,6
3381,Player 12,Strength Building,2022-05-23,4
3382,Player 12,Strength Building,2022-05-24,9
3383,Player 12,Strength Building,2022-05-25,7
3384,Player 12,Strength Building,2022-05-26,8
3385,Player 12,Strength Building,2022-05-27,3
3386,Player 12,Strength Building,2022-05-30,8
3387,Player 12,Strength Building,2022-05-31,9
3388,Player 12,Strength Building,2022-06-03,3
3389,Player 12,Strength Building,2022-06-06,4
3390,Player 12,Strength Building,2022-06-07,4
3391,Player 12,Strength Building,2022-06-08,8
3392,Player 12,Strength Building,2022-06-10,7
3393,Player 12,Strength Building,2022-06-15,9
3394,Player 12,Strength Building,2022-06-16,7
3395,Player 12,Strength Building,2022-06-21,10
3396,Player 12,Strength Building,2022-07-04,5
3397,Player 12,Strength Building,2022-07-08,7
3398,Player 12,Strength Building,2022-07-11,9
3399,Player 12,Strength Building,2022-07-14,10
3400,Player 12,Strength Building,2022-07-18,3
3401,Player 12,Strength Building,2022-07-19,7
3402,Player 12,Strength Building,2022-07-21,9
3403,Player 12,Strength Building,2022-07-22,9
3404,Player 12,Strength Building,2022-07-26,6
3405,Player 12,Strength Building,2022-07-27,9
3406,Player 12,Strength Building,2022-07-28,8
3407,Player 12,Strength Building,2022-07-29,3
3408,Player 12,Agility,2022-01-04,7
3409,Player 12,Agility,2022-01-05,7
3410,Player 12,Agility,2022-01-10,7
3411,Player 12,Agility,2022-01-12,5
3412,Player 12,Agility,2022-01-13,5
3413,Player 12,Agility,2022-01-14,6
3414,Player 12,Agility,2022-01-17,3
3415,Player 12,Agility,2022-01-18,9
3416,Player 12,Agility,2022-01-19,5
3417,Player 12,Agility,2022-01-20,10
3418,Player 12,Agility,2022-01-24,9
3419,Player 12,Agility,2022-01-25,8
3420,Player 12,Agility,2022-01-26,3
3421,Player 12,Agility,2022-01-27,5
3422,Player 12,Agility,2022-01-31,7
3423,Player 12,Agility,2022-02-01,10
3424,Player 12,Agility,2022-02-09,8
3425,Player 12,Agility,2022-02-10,7
3426,Player 12,Agility,2022-02-11,6
3427,Player 12,Agility,2022-02-14,7
3428,Player 12,Agility,2022-02-15,8
3429,Player 12,Agility,2022-02-16,7
3430,Player 12,Agility,2022-02-17,8
3431,Player 12,Agility,2022-02-18,6
3432,Player 12,Agility,2022-02-21,8
3433,Player 12,Agility,2022-02-28,9
3434,Player 12,Agility,2022-03-02,7
3435,Player 12,Agility,2022-03-03,4
3436,Player 12,Agility,2022-03-04,5
3437,Player 12,Agility,2022-03-08,8
3438,Player 12,Agility,2022-03-09,6
3439,Player 12,Agility,2022-03-11,6
3440,Player 12,Agility,2022-03-15,3
3441,Player 12,Agility,2022-03-16,9
3442,Player 12,Agility,2022-03-17,4
3443,Player 12,Agility,2022-03-18,4
3444,Player 12,Agility,2022-03-24,3
3445,Player 12,Agility,2022-03-28,7
3446,Player 12,Agility,2022-03-29,3
3447,Player 12,Agility,2022-03-30,6
3448,Player 12,Agility,2022-04-04,6
3449,Player 12,Agility,2022-04-06,9
3450,Player 12,Agility,2022-04-07,9
3451,Player 12,Agility,2022-04-11,3
3452,Player 12,Agility,2022-04-12,8
3453,Player 12,Agility,2022-04-14,5
3454,Player 12,Agility,2022-04-15,4
3455,Player 12,Agility,2022-04-20,4
3456,Player 12,Agility,2022-04-21,8
3457,Player 12,Agility,2022-04-27,4
3458,Player 12,Agility,2022-04-28,10
3459,Player 12,Agility,2022-04-29,7
3460,Player 12,Agility,2022-05-02,9
3461,Player 12,Agility,2022-05-03,10
3462,Player 12,Agility,2022-05-04,6
3463,Player 12,Agility,2022-05-05,3
3464,Player 12,Agility,2022-05-09,6
3465,Player 12,Agility,2022-05-10,7
3466,Player 12,Agility,2022-05-11,9
3467,Player 12,Agility,2022-05-12,10
3468,Player 12,Agility,2022-05-13,5
3469,Player 12,Agility,2022-05-16,10
3470,Player 12,Agility,2022-05-17,9
3471,Player 12,Agility,2022-05-18,9
3472,Player 12,Agility,2022-05-20,6
3473,Player 12,Agility,2022-05-24,6
3474,Player 12,Agility,2022-06-02,4
3475,Player 12,Agility,2022-06-03,6
3476,Player 12,Agility,2022-06-06,7
3477,Player 12,Agility,2022-06-07,3
3478,Player 12,Agility,2022-06-09,7
3479,Player 12,Agility,2022-06-13,6
3480,Player 12,Agility,2022-06-15,4
3481,Player 12,Agility,2022-06-16,5
3482,Player 12,Agility,2022-06-17,7
3483,Player 12,Agility,2022-06-22,7
3484,Player 12,Agility,2022-06-23,7
3485,Player 12,Agility,2022-06-24,7
3486,Player 12,Agility,2022-06-27,3
3487,Player 12,Agility,2022-06-28,6
3488,Player 12,Agility,2022-06-30,5
3489,Player 12,Agility,2022-07-01,9
3490,Player 12,Agility,2022-07-04,10
3491,Player 12,Agility,2022-07-05,7
3492,Player 12,Agility,2022-07-06,3
3493,Player 12,Agility,2022-07-08,3
3494,Player 12,Agility,2022-07-13,9
3495,Player 12,Agility,2022-07-15,4
3496,Player 12,Agility,2022-07-19,3
3497,Player 12,Agility,2022-07-20,9
3498,Player 12,Agility,2022-07-22,9
3499,Player 12,Agility,2022-07-25,7
3500,Player 12,Agility,2022-07-26,4
3501,Player 12,Cardio,2022-01-06,10
3502,Player 12,Cardio,2022-01-07,3
3503,Player 12,Cardio,2022-01-14,5
3504,Player 12,Cardio,2022-01-18,9
3505,Player 12,Cardio,2022-01-24,7
3506,Player 12,Cardio,2022-01-28,10
3507,Player 12,Cardio,2022-01-31,10
3508,Player 12,Cardio,2022-02-01,7
3509,Player 12,Cardio,2022-02-02,9
3510,Player 12,Cardio,2022-02-03,4
3511,Player 12,Cardio,2022-02-08,3
3512,Player 12,Cardio,2022-02-09,6
3513,Player 12,Cardio,2022-02-11,10
3514,Player 12,Cardio,2022-02-14,4
3515,Player 12,Cardio,2022-02-15,9
3516,Player 12,Cardio,2022-02-16,9
3517,Player 12,Cardio,2022-02-17,6
3518,Player 12,Cardio,2022-02-18,8
3519,Player 12,Cardio,2022-02-21,10
3520,Player 12,Cardio,2022-02-22,6
3521,Player 12,Cardio,2022-02-23,10
3522,Player 12,Cardio,2022-02-24,4
3523,Player 12,Cardio,2022-02-25,4
3524,Player 12,Cardio,2022-03-01,4
3525,Player 12,Cardio,2022-03-04,3
3526,Player 12,Cardio,2022-03-07,3
3527,Player 12,Cardio,2022-03-08,7
3528,Player 12,Cardio,2022-03-09,7
3529,Player 12,Cardio,2022-03-10,10
3530,Player 12,Cardio,2022-03-11,6
3531,Player 12,Cardio,2022-03-16,8
3532,Player 12,Cardio,2022-03-18,8
3533,Player 12,Cardio,2022-03-22,4
3534,Player 12,Cardio,2022-03-23,3
3535,Player 12,Cardio,2022-03-24,3
3536,Player 12,Cardio,2022-03-25,9
3537,Player 12,Cardio,2022-03-28,10
3538,Player 12,Cardio,2022-03-30,6
3539,Player 12,Cardio,2022-04-01,4
3540,Player 12,Cardio,2022-04-04,9
3541,Player 12,Cardio,2022-04-05,6
3542,Player 12,Cardio,2022-04-06,8
3543,Player 12,Cardio,2022-04-07,10
3544,Player 12,Cardio,2022-04-08,7
3545,Player 12,Cardio,2022-04-12,9
3546,Player 12,Cardio,2022-04-14,10
3547,Player 12,Cardio,2022-04-18,9
3548,Player 12,Cardio,2022-04-19,3
3549,Player 12,Cardio,2022-04-22,9
3550,Player 12,Cardio,2022-04-25,5
3551,Player 12,Cardio,2022-04-27,10
3552,Player 12,Cardio,2022-04-28,8
3553,Player 12,Cardio,2022-04-29,3
3554,Player 12,Cardio,2022-05-02,4
3555,Player 12,Cardio,2022-05-03,9
3556,Player 12,Cardio,2022-05-05,7
3557,Player 12,Cardio,2022-05-06,4
3558,Player 12,Cardio,2022-05-11,7
3559,Player 12,Cardio,2022-05-12,8
3560,Player 12,Cardio,2022-05-13,4
3561,Player 12,Cardio,2022-05-18,5
3562,Player 12,Cardio,2022-05-19,6
3563,Player 12,Cardio,2022-05-23,4
3564,Player 12,Cardio,2022-05-24,7
3565,Player 12,Cardio,2022-05-27,3
3566,Player 12,Cardio,2022-05-30,8
3567,Player 12,Cardio,2022-05-31,10
3568,Player 12,Cardio,2022-06-01,5
3569,Player 12,Cardio,2022-06-02,8
3570,Player 12,Cardio,2022-06-07,6
3571,Player 12,Cardio,2022-06-08,7
3572,Player 12,Cardio,2022-06-09,3
3573,Player 12,Cardio,2022-06-10,10
3574,Player 12,Cardio,2022-06-13,10
3575,Player 12,Cardio,2022-06-14,5
3576,Player 12,Cardio,2022-06-15,10
3577,Player 12,Cardio,2022-06-20,5
3578,Player 12,Cardio,2022-06-21,4
3579,Player 12,Cardio,2022-06-30,4
3580,Player 12,Cardio,2022-07-01,4
3581,Player 12,Cardio,2022-07-06,3
3582,Player 12,Cardio,2022-07-07,8
3583,Player 12,Cardio,2022-07-08,5
3584,Player 12,Cardio,2022-07-11,3
3585,Player 12,Cardio,2022-07-12,4
3586,Player 12,Cardio,2022-07-13,9
3587,Player 12,Cardio,2022-07-14,6
3588,Player 12,Cardio,2022-07-15,8
3589,Player 12,Cardio,2022-07-18,4
3590,Player 12,Cardio,2022-07-19,5
3591,Player 12,Cardio,2022-07-20,5
3592,Player 12,Cardio,2022-07-21,5
3593,Player 12,Cardio,2022-07-22,10
3594,Player 12,Cardio,2022-07-25,3
3595,Player 12,Cardio,2022-07-26,8
3596,Player 12,Cardio,2022-07-27,9
3597,Player 13,Strength Building,2022-01-04,9
3598,Player 13,Strength Building,2022-01-05,7
3599,Player 13,Strength Building,2022-01-06,3
3600,Player 13,Strength Building,2022-01-07,3
3601,Player 13,Strength Building,2022-01-11,3
3602,Player 13,Strength Building,2022-01-12,3
3603,Player 13,Strength Building,2022-01-13,3
3604,Player 13,Strength Building,2022-01-14,3
3605,Player 13,Strength Building,2022-01-17,6
3606,Player 13,Strength Building,2022-01-18,9
3607,Player 13,Strength Building,2022-01-19,3
3608,Player 13,Strength Building,2022-01-24,10
3609,Player 13,Strength Building,2022-01-27,10
3610,Player 13,Strength Building,2022-01-31,4
3611,Player 13,Strength Building,2022-02-01,4
3612,Player 13,Strength Building,2022-02-02,9
3613,Player 13,Strength Building,2022-02-03,8
3614,Player 13,Strength Building,2022-02-04,3
3615,Player 13,Strength Building,2022-02-08,3
3616,Player 13,Strength Building,2022-02-10,5
3617,Player 13,Strength Building,2022-02-11,7
3618,Player 13,Strength Building,2022-02-15,10
3619,Player 13,Strength Building,2022-02-16,6
3620,Player 13,Strength Building,2022-02-17,5
3621,Player 13,Strength Building,2022-02-18,4
3622,Player 13,Strength Building,2022-02-21,3
3623,Player 13,Strength Building,2022-02-22,5
3624,Player 13,Strength Building,2022-02-25,3
3625,Player 13,Strength Building,2022-03-01,9
3626,Player 13,Strength Building,2022-03-03,3
3627,Player 13,Strength Building,2022-03-04,5
3628,Player 13,Strength Building,2022-03-07,3
3629,Player 13,Strength Building,2022-03-08,6
3630,Player 13,Strength Building,2022-03-09,4
3631,Player 13,Strength Building,2022-03-10,6
3632,Player 13,Strength Building,2022-03-11,8
3633,Player 13,Strength Building,2022-03-14,7
3634,Player 13,Strength Building,2022-03-18,5
3635,Player 13,Strength Building,2022-03-21,4
3636,Player 13,Strength Building,2022-03-22,7
3637,Player 13,Strength Building,2022-03-23,3
3638,Player 13,Strength Building,2022-03-25,10
3639,Player 13,Strength Building,2022-03-29,10
3640,Player 13,Strength Building,2022-03-30,4
3641,Player 13,Strength Building,2022-03-31,8
3642,Player 13,Strength Building,2022-04-01,9
3643,Player 13,Strength Building,2022-04-04,7
3644,Player 13,Strength Building,2022-04-06,4
3645,Player 13,Strength Building,2022-04-08,3
3646,Player 13,Strength Building,2022-04-11,4
3647,Player 13,Strength Building,2022-04-12,6
3648,Player 13,Strength Building,2022-04-13,10
3649,Player 13,Strength Building,2022-04-14,6
3650,Player 13,Strength Building,2022-04-15,9
3651,Player 13,Strength Building,2022-04-25,9
3652,Player 13,Strength Building,2022-04-26,10
3653,Player 13,Strength Building,2022-04-27,7
3654,Player 13,Strength Building,2022-04-28,9
3655,Player 13,Strength Building,2022-04-29,7
3656,Player 13,Strength Building,2022-05-02,9
3657,Player 13,Strength Building,2022-05-03,8
3658,Player 13,Strength Building,2022-05-06,8
3659,Player 13,Strength Building,2022-05-09,8
3660,Player 13,Strength Building,2022-05-10,4
3661,Player 13,Strength Building,2022-05-11,7
3662,Player 13,Strength Building,2022-05-20,4
3663,Player 13,Strength Building,2022-05-23,6
3664,Player 13,Strength Building,2022-05-26,6
3665,Player 13,Strength Building,2022-05-27,4
3666,Player 13,Strength Building,2022-06-01,10
3667,Player 13,Strength Building,2022-06-07,5
3668,Player 13,Strength Building,2022-06-08,4
3669,Player 13,Strength Building,2022-06-09,3
3670,Player 13,Strength Building,2022-06-15,7
3671,Player 13,Strength Building,2022-06-16,4
3672,Player 13,Strength Building,2022-06-17,4
3673,Player 13,Strength Building,2022-06-20,3
3674,Player 13,Strength Building,2022-06-22,10
3675,Player 13,Strength Building,2022-06-23,6
3676,Player 13,Strength Building,2022-06-24,4
3677,Player 13,Strength Building,2022-06-27,5
3678,Player 13,Strength Building,2022-06-29,3
3679,Player 13,Strength Building,2022-07-01,8
3680,Player 13,Strength Building,2022-07-04,8
3681,Player 13,Strength Building,2022-07-06,5
3682,Player 13,Strength Building,2022-07-07,7
3683,Player 13,Strength Building,2022-07-11,8
3684,Player 13,Strength Building,2022-07-12,6
3685,Player 13,Strength Building,2022-07-14,9
3686,Player 13,Strength Building,2022-07-15,3
3687,Player 13,Strength Building,2022-07-20,7
3688,Player 13,Strength Building,2022-07-21,8
3689,Player 13,Strength Building,2022-07-26,7
3690,Player 13,Strength Building,2022-07-27,5
3691,Player 13,Agility,2022-01-06,9
3692,Player 13,Agility,2022-01-18,7
3693,Player 13,Agility,2022-01-19,10
3694,Player 13,Agility,2022-01-20,4
3695,Player 13,Agility,2022-01-21,3
3696,Player 13,Agility,2022-01-25,3
3697,Player 13,Agility,2022-01-28,6
3698,Player 13,Agility,2022-02-01,5
3699,Player 13,Agility,2022-02-02,8
3700,Player 13,Agility,2022-02-03,4
3701,Player 13,Agility,2022-02-07,3
3702,Player 13,Agility,2022-02-08,9
3703,Player 13,Agility,2022-02-09,5
3704,Player 13,Agility,2022-02-14,3
3705,Player 13,Agility,2022-02-15,9
3706,Player 13,Agility,2022-02-16,3
3707,Player 13,Agility,2022-02-18,7
3708,Player 13,Agility,2022-02-21,10
3709,Player 13,Agility,2022-02-22,5
3710,Player 13,Agility,2022-02-23,8
3711,Player 13,Agility,2022-02-24,10
3712,Player 13,Agility,2022-02-28,6
3713,Player 13,Agility,2022-03-01,10
3714,Player 13,Agility,2022-03-07,10
3715,Player 13,Agility,2022-03-09,7
3716,Player 13,Agility,2022-03-11,6
3717,Player 13,Agility,2022-03-15,8
3718,Player 13,Agility,2022-03-16,9
3719,Player 13,Agility,2022-03-18,3
3720,Player 13,Agility,2022-03-21,6
3721,Player 13,Agility,2022-03-23,5
3722,Player 13,Agility,2022-03-28,4
3723,Player 13,Agility,2022-03-30,7
3724,Player 13,Agility,2022-04-01,7
3725,Player 13,Agility,2022-04-04,8
3726,Player 13,Agility,2022-04-05,7
3727,Player 13,Agility,2022-04-06,6
3728,Player 13,Agility,2022-04-07,9
3729,Player 13,Agility,2022-04-08,6
3730,Player 13,Agility,2022-04-11,8
3731,Player 13,Agility,2022-04-12,5
3732,Player 13,Agility,2022-04-14,3
3733,Player 13,Agility,2022-04-15,5
3734,Player 13,Agility,2022-04-18,5
3735,Player 13,Agility,2022-04-21,5
3736,Player 13,Agility,2022-04-22,10
3737,Player 13,Agility,2022-04-25,10
3738,Player 13,Agility,2022-04-26,5
3739,Player 13,Agility,2022-04-28,6
3740,Player 13,Agility,2022-05-03,4
3741,Player 13,Agility,2022-05-04,5
3742,Player 13,Agility,2022-05-06,10
3743,Player 13,Agility,2022-05-10,5
3744,Player 13,Agility,2022-05-11,5
3745,Player 13,Agility,2022-05-12,7
3746,Player 13,Agility,2022-05-16,5
3747,Player 13,Agility,2022-05-18,5
3748,Player 13,Agility,2022-05-19,5
3749,Player 13,Agility,2022-05-20,8
3750,Player 13,Agility,2022-05-23,7
3751,Player 13,Agility,2022-05-25,10
3752,Player 13,Agility,2022-05-26,6
3753,Player 13,Agility,2022-05-27,9
3754,Player 13,Agility,2022-05-30,8
3755,Player 13,Agility,2022-05-31,10
3756,Player 13,Agility,2022-06-01,4
3757,Player 13,Agility,2022-06-02,3
3758,Player 13,Agility,2022-06-03,7
3759,Player 13,Agility,2022-06-06,10
3760,Player 13,Agility,2022-06-07,7
3761,Player 13,Agility,2022-06-08,5
